exam_1,exam_2,exam_3,attendance_rate,engagement_score,group_work_score,revision_hours,quiz_score,final_pass_score
100.0,95.0,89.61,93.89,10.0,100.0,15.91,100.0,93.91
67.9,79.93,70.57,70.63,4.34,42.61,2.83,65.0,52.96
83.3,60.46,79.64,90.43,4.91,71.75,12.91,74.0,66.8
100.0,94.56,100.0,94.6,9.71,97.54,20.0,79.0,88.66
100.0,95.0,100.0,100.0,10.0,74.42,20.0,92.0,91.1
100.0,85.1,100.0,98.2,9.95,74.68,20.0,87.0,99.1
91.98,77.44,92.14,91.32,6.33,53.92,16.28,79.0,82.97
42.26,30.0,57.63,66.92,3.27,0.0,0.0,12.0,36.22
100.0,95.0,98.18,100.0,9.8,85.95,18.26,100.0,83.08
46.48,40.34,59.32,60.0,2.8,18.39,0.0,0.0,38.12
70.84,72.59,88.52,82.06,9.33,67.34,9.43,61.0,76.42
41.82,33.87,55.35,71.58,2.0,0.0,7.1,32.0,30.63
63.22,57.17,85.1,81.74,3.29,29.6,13.12,55.0,56.13
85.9,67.2,85.08,91.45,8.0,64.06,7.93,71.0,80.34
67.33,64.28,95.39,84.35,4.23,44.38,11.73,51.0,63.58
84.23,74.05,86.31,79.22,6.94,70.61,20.0,71.0,84.98
100.0,95.0,96.63,100.0,9.18,83.22,20.0,83.0,94.5
90.62,79.59,80.6,89.68,8.15,67.73,14.76,58.0,75.84
64.71,55.29,67.37,77.28,4.16,27.63,11.75,17.0,52.43
86.36,91.14,93.26,89.06,10.0,95.63,20.0,100.0,83.76
93.09,94.36,100.0,96.16,8.46,100.0,20.0,100.0,98.0
40.0,30.0,50.0,60.0,2.0,17.86,0.0,0.0,23.1
82.26,81.22,78.76,93.15,8.18,55.26,18.47,65.0,70.46
87.61,78.46,92.05,95.22,8.68,100.0,19.59,77.0,80.15
53.57,43.29,69.06,74.38,5.35,60.23,3.7,55.0,49.03
100.0,95.0,97.19,100.0,10.0,86.28,20.0,100.0,99.9
56.41,53.34,73.23,86.24,7.3,25.92,5.8,64.0,56.1
83.08,67.95,77.56,84.38,7.1,62.46,5.21,81.0,75.33
73.86,64.05,74.91,80.91,6.54,56.3,9.24,49.0,69.37
76.89,55.54,78.8,77.03,6.43,86.04,15.37,55.0,74.46
40.0,31.15,52.52,60.0,3.75,10.84,1.29,21.0,43.92
42.47,30.0,50.0,66.06,2.52,0.0,0.64,16.0,34.77
90.8,95.0,100.0,94.75,9.2,89.85,15.2,100.0,96.34
53.69,30.0,50.0,68.94,2.0,24.42,4.64,19.0,34.6
42.7,30.0,51.92,72.47,4.09,0.0,0.0,21.0,23.7
40.0,40.44,50.0,63.92,2.0,29.89,0.0,0.0,33.48
43.94,41.98,63.0,68.01,6.46,10.35,7.43,13.0,37.27
40.0,30.0,50.83,60.0,2.0,19.19,0.0,0.0,22.31
92.52,95.0,98.99,100.0,10.0,100.0,19.24,100.0,91.5
100.0,95.0,100.0,100.0,9.02,100.0,14.96,80.0,95.99
48.52,37.43,66.17,66.54,4.11,12.93,2.73,33.0,48.01
98.78,90.91,98.04,100.0,8.13,94.44,12.11,100.0,92.81
100.0,87.82,100.0,99.86,6.89,87.59,20.0,100.0,88.95
74.23,51.38,77.08,75.9,6.96,38.86,8.48,31.0,57.73
49.54,30.0,56.61,60.0,2.0,0.0,7.84,8.0,43.12
93.0,93.58,99.18,91.26,10.0,100.0,20.0,93.0,94.33
40.0,43.91,50.0,60.0,2.0,20.16,0.0,0.0,29.06
56.99,30.0,51.95,60.0,3.42,0.0,3.57,20.0,44.24
100.0,87.86,100.0,100.0,9.06,81.8,20.0,100.0,99.9
100.0,85.77,95.38,99.91,8.26,91.28,20.0,95.0,92.39
90.85,95.0,100.0,100.0,10.0,90.62,12.94,93.0,84.4
92.16,88.38,87.19,91.84,9.39,85.25,12.55,79.0,85.92
85.28,89.1,96.71,87.68,9.06,80.63,12.09,75.0,82.65
92.23,77.73,100.0,90.47,8.86,100.0,20.0,76.0,96.71
96.93,88.6,99.13,90.04,6.21,100.0,19.73,61.0,80.59
80.0,81.91,80.81,86.03,5.47,68.63,16.6,41.0,68.08
64.28,69.52,84.23,79.64,5.36,66.55,7.03,37.0,60.4
65.97,64.4,77.48,72.41,5.4,96.31,9.91,32.0,65.47
54.4,36.77,57.59,72.47,4.91,27.49,0.0,19.0,35.89
66.1,56.01,81.24,75.86,4.82,27.58,3.51,25.0,58.74
41.89,39.64,50.0,61.65,2.0,0.0,0.44,0.0,28.09
74.07,62.18,76.41,73.29,2.0,12.26,9.91,27.0,47.33
40.7,30.0,57.79,60.0,2.0,16.42,2.52,0.0,27.49
41.49,30.0,50.0,60.0,2.0,0.0,0.0,0.0,21.62
50.55,77.19,82.4,71.07,7.16,40.28,13.15,57.0,59.96
96.76,95.0,100.0,100.0,7.91,82.7,20.0,100.0,99.9
100.0,90.29,97.13,92.31,7.31,100.0,20.0,100.0,95.36
40.0,30.0,52.83,60.0,2.65,0.0,0.0,1.0,34.73
40.0,42.82,53.37,64.75,4.36,20.75,0.0,21.0,35.68
87.9,95.0,100.0,95.59,6.56,100.0,20.0,81.0,93.75
50.7,43.62,51.52,60.0,2.0,9.8,2.37,14.0,32.34
67.88,67.18,68.07,84.99,6.79,32.23,4.77,27.0,65.75
90.79,75.79,87.5,80.71,9.32,84.67,13.78,81.0,81.66
40.0,30.27,60.31,60.0,2.0,0.0,1.98,0.0,26.76
71.69,64.36,66.89,87.14,8.05,57.87,9.58,44.0,58.36
40.0,30.3,50.0,60.0,2.06,22.12,0.0,0.0,23.68
51.74,56.07,75.12,76.69,4.79,49.28,3.87,47.0,48.16
74.2,80.95,83.85,88.02,6.14,55.67,16.06,77.0,85.95
40.0,34.2,50.0,61.7,2.42,7.44,0.0,0.0,28.75
88.01,64.22,89.68,84.51,5.91,81.51,14.73,54.0,72.98
55.7,48.76,69.85,74.69,5.14,53.86,9.17,37.0,71.02
97.71,80.54,74.81,87.69,7.56,90.13,10.53,85.0,88.74
79.53,75.92,82.17,78.77,7.01,75.57,11.63,63.0,67.36
99.7,94.38,95.62,100.0,10.0,100.0,18.4,100.0,99.9
79.91,81.1,78.43,77.8,10.0,98.76,13.86,48.0,74.77
47.95,41.5,67.31,75.31,3.9,27.38,10.58,36.0,49.1
68.52,56.65,78.6,88.23,8.57,88.71,14.27,60.0,68.78
83.8,73.21,76.97,84.49,6.36,83.23,12.24,93.0,77.43
81.15,58.45,76.26,83.14,6.75,48.65,6.25,76.0,65.03
70.76,67.79,78.58,75.37,5.16,63.97,4.92,65.0,62.81
54.29,38.68,50.8,66.32,2.82,13.75,4.29,37.0,39.9
47.86,31.04,50.97,65.32,7.45,19.32,1.48,20.0,42.37
43.51,36.95,50.0,60.0,2.0,0.0,0.0,0.0,32.49
100.0,81.27,100.0,100.0,9.06,100.0,20.0,100.0,96.65
47.17,30.0,50.0,60.0,2.0,18.65,1.75,0.0,38.63
50.71,30.0,64.39,73.1,2.4,33.23,4.97,16.0,46.02
55.47,43.1,61.19,60.58,2.0,24.95,4.56,18.0,47.83
98.32,90.13,93.59,88.51,9.54,100.0,20.0,88.0,89.87
65.68,68.82,59.48,73.18,5.23,79.41,6.74,30.0,51.06
100.0,95.0,95.22,97.76,10.0,100.0,20.0,98.0,99.21
59.77,54.05,64.54,70.01,3.56,51.65,7.19,32.0,53.58
76.62,72.91,88.82,85.53,6.19,69.54,19.2,50.0,70.23
52.07,30.45,50.02,60.0,2.05,14.17,2.48,33.0,38.93
97.24,95.0,100.0,100.0,10.0,100.0,20.0,100.0,90.08
40.0,34.62,54.12,60.0,2.0,0.0,0.0,1.0,28.13
76.42,77.05,81.93,87.03,6.2,16.75,20.0,28.0,62.83
86.56,77.35,84.83,100.0,7.87,73.35,17.23,46.0,80.63
69.21,78.42,80.82,95.17,9.71,38.51,16.44,70.0,81.69
71.19,49.8,81.77,77.93,8.17,33.9,3.71,52.0,50.54
46.57,50.57,73.15,69.42,5.22,33.25,3.98,71.0,39.39
90.73,55.08,83.96,72.65,5.1,41.19,8.07,46.0,71.83
76.84,58.39,73.14,84.33,5.41,22.35,8.75,36.0,53.76
94.15,81.51,93.97,94.94,10.0,69.4,17.76,75.0,85.18
100.0,91.69,100.0,98.99,9.94,87.06,18.52,100.0,91.79
57.13,53.24,75.4,63.09,4.5,17.49,4.27,25.0,54.52
40.0,30.0,50.0,62.68,2.0,0.0,0.0,0.0,33.18
69.0,55.98,78.5,85.26,4.0,51.21,10.74,46.0,59.83
98.96,95.0,100.0,100.0,10.0,100.0,19.39,99.0,99.9
47.62,40.92,50.0,62.84,3.39,0.0,6.19,28.0,41.58
100.0,91.11,91.17,100.0,10.0,82.51,18.29,94.0,95.88
90.54,95.0,97.29,99.43,7.54,100.0,18.66,100.0,97.29
55.34,50.91,64.63,75.32,6.65,40.24,5.59,38.0,53.03
86.54,88.03,93.07,90.22,8.41,60.09,17.58,72.0,82.1
100.0,94.36,90.57,95.06,7.4,74.93,20.0,89.0,96.16
58.21,47.41,70.39,81.1,6.06,22.97,6.44,14.0,50.76
72.7,51.22,69.71,76.93,4.73,35.78,9.71,25.0,55.2
51.75,47.88,61.93,67.42,3.95,37.46,4.88,14.0,44.73
44.24,30.0,55.7,62.8,2.0,0.0,0.0,19.0,29.91
61.81,39.07,70.87,63.89,3.52,1.49,0.0,10.0,33.73
40.0,30.0,51.82,62.49,2.0,36.0,0.74,0.0,27.76
72.46,58.16,67.63,79.44,3.72,51.86,7.03,36.0,57.61
48.52,41.53,56.55,61.37,4.47,16.6,6.2,16.0,40.98
85.22,58.32,85.37,98.47,7.0,49.23,8.98,65.0,66.3
40.0,32.36,55.31,60.0,2.64,15.77,0.0,5.0,24.57
88.17,77.46,86.44,88.08,8.37,28.81,10.02,91.0,73.21
91.76,82.35,90.69,95.34,9.17,79.01,19.42,87.0,88.64
40.0,44.99,50.0,60.0,2.48,0.0,0.0,4.0,39.77
84.99,73.58,86.95,84.71,5.23,66.44,15.41,58.0,68.61
97.81,82.82,92.71,91.94,8.8,91.08,10.39,100.0,91.9
44.47,30.0,54.16,72.4,2.12,0.0,7.18,13.0,29.57
80.35,95.0,100.0,98.39,10.0,100.0,16.36,100.0,97.67
81.35,78.26,81.62,86.45,8.09,82.66,16.54,85.0,78.67
47.66,39.87,58.46,78.98,5.49,38.87,5.45,30.0,46.38
60.84,52.98,74.94,74.05,5.66,17.36,12.06,65.0,64.75
81.09,70.29,83.87,97.82,8.53,55.05,12.08,72.0,77.47
67.92,59.63,68.42,84.92,6.36,77.46,9.46,87.0,70.39
84.2,73.91,86.89,77.82,7.58,90.45,16.28,51.0,77.06
40.0,30.0,54.68,61.2,2.38,36.64,1.73,4.0,42.01
76.85,61.74,86.98,85.67,5.48,52.82,8.25,84.0,64.82
49.84,35.14,50.0,60.21,2.0,0.0,2.06,0.0,31.09
69.02,72.1,78.91,78.23,5.28,57.32,17.22,55.0,69.76
51.42,41.95,50.0,60.09,2.53,0.0,0.35,2.0,28.69
58.02,51.17,50.38,62.48,2.0,20.82,5.14,24.0,46.38
100.0,95.0,98.19,98.15,9.86,100.0,20.0,95.0,95.6
100.0,95.0,93.91,100.0,8.67,91.95,18.49,100.0,99.83
82.85,77.68,80.55,85.52,8.1,45.34,18.38,82.0,81.01
40.0,31.65,62.09,60.0,2.0,9.07,3.02,0.0,30.67
67.1,49.96,65.17,74.48,4.93,17.74,5.17,24.0,58.55
100.0,93.29,100.0,91.22,9.57,97.86,20.0,85.0,86.08
79.41,67.18,72.22,85.14,5.61,78.13,11.31,77.0,74.97
100.0,95.0,89.75,92.27,10.0,100.0,20.0,81.0,99.9
80.7,77.31,91.6,80.56,7.96,57.93,14.78,64.0,70.09
78.25,66.86,74.96,76.65,6.62,75.41,11.87,90.0,74.1
54.6,53.89,68.88,64.59,5.71,2.73,7.19,55.0,56.1
88.98,69.79,69.87,90.01,5.89,59.95,13.64,43.0,65.11
63.46,63.25,71.34,80.39,6.03,35.46,4.67,30.0,58.56
86.9,71.36,82.7,98.28,8.49,34.67,17.71,67.0,86.2
93.33,82.08,96.08,100.0,8.01,68.84,20.0,96.0,94.87
44.14,48.15,54.47,64.84,2.02,14.34,4.76,7.0,46.79
40.0,30.0,51.38,60.0,3.68,14.93,0.0,3.0,25.86
40.0,30.0,53.75,66.08,4.27,0.44,0.0,5.0,31.13
73.88,75.3,87.88,98.97,8.86,66.94,14.65,74.0,72.32
40.0,30.0,52.88,60.0,2.0,16.54,0.0,3.0,27.61
54.03,34.35,50.0,75.12,4.06,5.48,3.2,1.0,39.27
85.79,65.22,81.13,79.1,8.28,87.43,11.79,56.0,74.81
100.0,95.0,100.0,97.23,10.0,100.0,20.0,78.0,92.82
78.31,64.24,74.19,80.34,8.63,35.49,16.93,51.0,69.9
100.0,90.12,93.43,96.09,7.78,100.0,17.63,76.0,80.13
59.46,66.63,79.23,93.26,7.41,72.9,7.09,68.0,68.48
58.47,63.63,66.58,84.29,4.47,73.55,10.53,27.0,65.29
89.03,84.92,100.0,99.02,8.44,80.82,19.29,86.0,82.93
58.78,46.66,66.97,80.99,8.7,29.68,8.29,39.0,56.59
75.06,89.49,81.76,86.89,7.69,79.64,17.33,81.0,89.11
75.47,69.56,81.97,81.74,9.82,81.31,8.63,59.0,67.72
53.54,41.52,63.88,70.89,4.38,9.73,7.59,23.0,44.79
97.04,95.0,99.36,98.26,10.0,81.19,16.75,100.0,99.9
60.07,69.83,70.76,71.79,4.47,33.47,13.4,54.0,74.78
40.0,36.15,66.69,73.97,4.69,17.58,0.0,21.0,41.24
77.34,70.4,67.85,89.33,7.97,56.39,20.0,100.0,82.31
41.79,30.0,62.24,60.0,2.88,17.96,0.94,4.0,27.49
68.98,75.75,81.16,74.73,5.73,16.73,5.9,77.0,68.19
61.62,54.14,63.78,83.05,5.82,32.96,13.19,60.0,59.73
95.79,94.05,100.0,100.0,9.95,100.0,20.0,100.0,99.9
74.67,68.76,92.03,91.43,7.89,52.97,15.9,76.0,80.68
68.42,50.47,77.81,82.47,5.84,40.51,13.12,63.0,63.83
84.35,84.14,84.05,89.86,6.7,84.25,17.49,76.0,88.79
93.89,87.69,100.0,100.0,10.0,100.0,18.95,100.0,99.08
75.64,73.42,93.59,88.06,7.83,48.98,10.85,71.0,72.01
69.17,78.45,71.8,79.02,2.0,55.18,9.68,74.0,59.55
40.0,33.31,52.65,60.0,2.0,0.0,0.0,0.0,36.46
47.77,38.61,50.0,60.0,2.0,0.0,0.38,32.0,41.54
64.68,60.0,73.44,79.02,6.74,18.76,7.66,30.0,58.32
53.04,43.89,59.4,62.97,4.68,19.44,10.77,2.0,37.25
59.21,53.6,67.31,68.84,4.34,70.26,5.63,29.0,50.59
74.27,66.1,76.04,76.31,5.93,76.05,10.0,40.0,67.17
89.27,79.31,78.87,94.83,9.5,64.67,13.2,99.0,80.15
69.12,56.0,72.58,80.77,4.86,41.5,4.32,27.0,63.76
94.68,77.74,88.12,78.06,6.19,83.72,20.0,77.0,77.38
75.05,58.88,81.67,84.74,7.5,54.05,7.21,75.0,63.54
46.58,30.0,51.49,60.0,3.61,0.0,1.33,42.0,39.1
45.6,32.41,50.0,60.59,2.0,20.96,7.67,6.0,41.71
70.97,48.39,79.87,75.95,6.18,75.94,4.24,45.0,47.03
40.0,30.0,58.62,60.0,2.0,21.17,3.15,0.0,28.07
82.9,72.72,89.17,91.84,7.31,100.0,9.86,71.0,64.28
100.0,95.0,95.49,92.39,10.0,97.21,17.11,100.0,99.9
100.0,92.58,96.81,97.9,9.04,78.35,20.0,100.0,91.83
67.89,62.31,68.98,74.07,6.32,0.39,7.1,59.0,67.7
100.0,78.43,100.0,100.0,10.0,58.56,20.0,100.0,85.7
63.75,58.98,76.52,82.91,6.29,52.62,11.8,73.0,61.97
53.88,42.08,62.27,78.17,3.99,44.97,8.84,64.0,52.73
55.09,42.98,67.34,61.78,2.37,39.26,2.0,16.0,44.07
56.62,72.54,69.74,73.91,4.55,41.25,3.54,47.0,56.43
83.84,54.74,59.95,76.19,3.86,18.1,2.34,22.0,46.95
78.31,80.71,80.58,90.52,6.75,70.76,8.17,27.0,55.29
73.77,65.21,79.58,76.06,4.85,33.26,8.94,61.0,63.01
66.37,73.24,70.76,75.01,5.79,28.06,14.19,52.0,63.77
78.34,91.45,92.0,90.9,8.16,81.92,15.38,69.0,80.62
100.0,94.15,100.0,100.0,9.03,75.34,15.4,90.0,99.78
96.44,86.07,95.07,98.81,10.0,77.42,17.06,95.0,91.4
40.0,30.0,50.0,60.0,3.22,0.0,0.0,6.0,37.43
40.0,30.0,52.66,60.0,2.0,3.38,10.56,29.0,40.97
100.0,90.47,95.59,97.63,8.27,100.0,18.44,100.0,97.81
49.97,45.84,50.0,62.15,2.0,12.28,1.63,9.0,39.85
65.75,45.82,76.34,74.63,5.8,28.28,4.4,29.0,54.41
40.0,30.47,50.0,60.0,2.18,0.0,2.59,0.0,27.77
43.88,30.0,50.0,66.61,2.0,14.7,4.97,0.0,35.15
95.81,75.01,91.84,87.65,7.01,63.76,14.33,70.0,84.92
100.0,87.13,100.0,96.83,9.18,65.9,19.05,85.0,94.88
59.72,49.64,67.29,60.0,4.09,11.23,6.88,27.0,40.35
50.24,34.59,61.19,67.21,3.74,0.0,0.25,0.0,39.08
55.64,49.62,60.1,66.06,2.37,26.03,9.73,0.0,46.73
85.1,78.49,79.99,95.12,7.4,67.09,10.65,61.0,79.64
40.0,30.36,52.74,63.68,2.0,0.0,0.0,14.0,29.62
77.06,59.69,84.85,74.73,6.82,42.25,11.67,53.0,63.47
79.16,47.61,66.79,81.2,5.68,30.67,8.52,48.0,58.93
81.4,75.18,86.75,100.0,8.48,89.05,4.73,52.0,78.31
67.03,64.95,77.53,78.56,5.84,62.24,8.44,57.0,57.38
44.43,43.82,50.0,72.43,3.59,0.0,0.0,12.0,35.94
98.37,94.22,96.63,100.0,8.97,98.86,18.85,91.0,85.3
70.39,56.33,76.49,85.19,3.97,67.11,11.14,57.0,57.04
66.0,64.71,77.2,80.47,6.23,47.33,9.95,67.0,71.82
57.17,33.1,58.79,62.46,5.31,7.88,2.08,40.0,45.12
48.75,55.86,67.05,83.04,2.21,60.6,5.45,16.0,42.02
55.14,52.06,50.0,68.4,2.0,31.59,2.8,14.0,43.65
59.82,74.53,73.65,75.48,5.71,29.4,18.61,24.0,59.35
87.07,95.0,94.29,100.0,10.0,100.0,18.73,100.0,97.44
41.71,32.63,50.0,60.0,2.44,0.0,0.0,7.0,32.58
40.0,42.32,50.0,60.65,2.0,0.0,0.0,0.0,33.71
92.01,93.83,96.33,100.0,10.0,100.0,13.15,100.0,98.06
52.24,61.67,70.83,75.26,5.99,26.39,9.07,38.0,54.88
51.87,34.08,57.2,62.71,2.61,9.69,8.05,2.0,36.62
100.0,90.49,93.1,92.92,10.0,89.17,20.0,92.0,99.9
57.86,53.8,68.2,69.54,3.77,63.49,3.87,54.0,49.75
100.0,89.4,99.28,95.15,7.48,80.96,19.07,100.0,96.47
91.75,81.33,87.09,83.61,8.25,68.45,19.47,68.0,80.06
56.63,35.95,57.53,64.03,3.42,21.2,11.77,23.0,45.65
89.71,95.0,88.77,100.0,10.0,100.0,15.55,71.0,97.78
43.42,54.63,60.04,68.24,2.0,21.35,6.94,7.0,34.93
88.57,85.67,83.43,93.7,7.98,70.05,20.0,100.0,81.69
76.92,75.21,86.01,79.59,7.45,75.94,11.8,77.0,83.45
100.0,95.0,100.0,96.51,10.0,100.0,15.83,100.0,97.92
100.0,95.0,100.0,96.32,10.0,67.54,20.0,100.0,93.64
75.22,59.39,77.06,78.92,6.05,37.81,5.44,73.0,64.24
47.64,46.17,53.69,60.0,3.79,26.33,7.5,21.0,41.7
72.48,84.36,74.07,94.82,8.52,46.04,20.0,66.0,77.19
54.67,52.16,64.59,67.7,2.1,16.4,2.1,18.0,49.14
100.0,77.38,92.21,100.0,10.0,100.0,20.0,96.0,89.68
56.49,61.82,75.62,87.94,8.44,68.6,13.5,52.0,66.23
54.13,43.86,76.82,78.45,4.89,43.98,11.7,59.0,53.48
70.01,69.07,82.82,79.87,9.47,73.26,9.32,42.0,67.81
40.85,30.0,52.34,63.63,2.0,6.5,2.24,0.0,27.28
40.0,30.0,58.8,66.08,2.37,0.0,2.13,0.0,33.28
99.73,95.0,100.0,100.0,9.88,100.0,17.17,100.0,96.86
50.75,48.1,69.71,74.54,2.0,10.92,2.82,26.0,46.68
40.59,32.82,50.0,65.95,3.82,0.0,2.65,29.0,43.4
79.33,81.03,84.81,94.02,7.45,41.03,10.78,65.0,69.11
95.4,95.0,94.47,100.0,10.0,90.44,15.67,88.0,93.71
81.63,91.31,90.98,93.11,7.73,83.93,11.87,65.0,73.09
99.63,86.7,96.62,98.28,10.0,95.35,16.17,100.0,95.05
53.68,41.82,50.0,71.29,5.05,34.42,4.22,11.0,44.64
40.0,31.77,50.0,60.0,2.08,0.0,0.0,4.0,27.53
100.0,86.83,100.0,100.0,8.24,92.05,20.0,94.0,96.84
59.02,63.02,69.2,70.83,5.91,24.66,1.9,57.0,57.24
74.24,51.69,73.65,61.81,6.66,43.54,9.59,58.0,64.69
95.38,95.0,99.28,100.0,8.66,100.0,18.68,100.0,90.36
70.43,79.67,76.19,80.72,7.8,28.82,14.63,91.0,81.4
85.2,88.58,84.49,84.01,7.75,60.76,16.57,69.0,79.35
100.0,86.88,100.0,100.0,10.0,92.98,10.52,99.0,84.26
52.87,35.22,53.41,73.41,3.47,0.0,0.0,0.0,29.93
90.43,82.57,100.0,100.0,10.0,89.27,18.12,99.0,87.49
71.29,65.21,66.07,68.91,5.09,45.5,9.71,53.0,58.31
73.57,82.38,81.16,86.61,5.45,53.31,7.28,75.0,67.13
97.82,95.0,100.0,98.45,10.0,77.93,20.0,100.0,89.87
89.77,59.34,84.55,95.07,5.94,71.11,10.4,62.0,64.27
85.86,80.19,100.0,98.55,6.86,50.89,12.93,71.0,80.8
100.0,68.81,96.17,91.45,10.0,81.42,20.0,91.0,98.02
58.48,58.03,63.32,73.53,3.92,29.59,4.29,49.0,53.1
44.88,46.67,57.34,69.89,2.18,32.67,0.0,36.0,38.32
40.0,31.63,50.0,60.0,2.0,11.19,2.0,15.0,26.99
40.0,30.66,50.0,70.47,2.0,12.28,0.0,30.0,28.08
76.09,95.0,93.41,97.59,10.0,100.0,20.0,100.0,92.41
40.0,30.0,54.73,60.0,2.28,9.17,1.92,0.0,29.68
63.44,59.4,68.19,69.58,4.04,19.11,9.37,19.0,54.32
66.58,52.6,78.98,75.94,2.53,26.29,11.75,24.0,52.56
76.37,78.75,79.27,67.42,5.14,46.69,11.38,57.0,74.73
94.53,85.47,97.62,93.2,6.64,83.99,15.53,77.0,79.53
77.54,80.95,97.43,100.0,9.42,80.49,17.44,90.0,82.61
53.85,33.47,59.14,61.12,4.24,4.91,0.0,21.0,40.27
53.4,43.07,65.97,67.28,6.28,60.96,9.27,44.0,51.83
68.93,81.0,70.97,91.78,8.07,82.63,11.36,99.0,75.86
61.94,51.66,72.72,83.03,6.01,42.4,9.14,52.0,55.96
100.0,95.0,100.0,91.87,10.0,79.96,16.77,100.0,88.79
85.93,90.77,76.51,99.23,9.49,74.53,19.26,88.0,77.55
89.97,79.61,89.31,95.82,10.0,70.83,15.87,71.0,81.36
87.76,76.99,85.91,98.22,8.73,100.0,18.97,67.0,79.15
94.86,93.97,100.0,95.25,10.0,76.09,18.17,100.0,96.99
70.97,68.02,77.1,92.19,6.06,71.3,13.31,58.0,70.05
43.08,44.72,57.94,60.0,2.0,12.73,0.0,2.0,30.27
70.82,86.4,81.69,85.32,9.92,85.91,5.69,51.0,70.31
56.68,48.29,52.93,71.17,2.85,24.61,3.39,14.0,47.01
52.93,58.34,60.29,68.13,3.19,19.61,5.17,20.0,41.32
91.78,78.26,86.04,81.43,7.59,100.0,14.93,69.0,86.02
100.0,95.0,100.0,100.0,9.21,82.46,18.96,100.0,99.9
58.53,60.77,73.24,78.47,5.41,65.32,8.75,83.0,67.0
74.15,61.47,84.59,80.95,7.46,64.27,15.21,81.0,73.3
93.84,95.0,95.26,100.0,10.0,100.0,20.0,100.0,96.31
63.45,73.69,78.65,98.69,8.18,67.58,20.0,52.0,78.94
92.57,95.0,95.29,94.49,10.0,78.35,20.0,84.0,91.34
100.0,79.02,82.64,91.36,7.51,48.6,6.85,81.0,90.34
44.39,30.0,57.65,60.0,2.0,0.0,3.78,19.0,31.04
100.0,76.91,87.66,100.0,6.07,74.98,20.0,96.0,92.08
86.26,76.27,81.49,89.81,5.51,72.12,13.07,69.0,80.62
94.66,90.87,100.0,100.0,9.79,86.25,20.0,100.0,88.45
85.43,80.49,94.65,99.21,9.09,51.57,17.36,80.0,86.7
70.5,57.63,81.73,78.29,6.21,62.14,8.7,40.0,61.02
43.15,30.0,52.9,60.0,2.89,0.0,0.91,0.0,28.88
60.2,48.84,66.69,85.35,7.06,50.19,6.12,36.0,60.73
40.0,30.0,68.21,69.36,5.39,0.0,0.0,16.0,36.59
78.0,44.38,65.43,64.48,3.56,48.23,0.0,18.0,53.88
84.88,84.54,87.31,86.25,6.96,65.97,18.6,59.0,73.69
97.65,82.18,100.0,97.66,10.0,64.79,16.31,100.0,86.89
81.47,73.86,84.96,94.06,8.77,66.97,8.05,72.0,74.78
40.0,32.19,50.0,68.84,2.2,0.0,0.0,0.0,26.52
82.89,67.79,76.75,100.0,7.34,86.22,12.29,70.0,72.09
100.0,95.0,100.0,95.75,9.27,100.0,20.0,62.0,80.88
52.64,41.66,61.15,69.87,3.74,9.98,3.99,34.0,49.58
58.01,57.79,73.09,75.19,6.51,23.92,3.64,48.0,57.53
69.23,61.67,87.8,79.17,5.09,28.71,15.47,72.0,72.22
45.46,30.0,53.24,71.45,2.02,2.96,4.11,11.0,30.83
97.76,89.33,93.52,91.39,9.2,100.0,14.59,90.0,93.66
75.17,51.51,67.52,85.72,4.34,41.68,10.66,62.0,73.08
82.1,72.93,86.37,84.45,7.73,87.82,13.82,69.0,80.99
40.0,41.2,56.24,68.47,2.95,0.0,0.0,15.0,35.14
49.36,61.1,69.9,69.47,4.43,0.0,4.09,32.0,48.95
89.61,75.21,98.5,81.98,7.68,63.6,12.05,59.0,84.09
62.36,48.11,63.13,67.16,7.15,46.36,4.95,39.0,47.56
97.3,95.0,100.0,100.0,10.0,94.22,20.0,86.0,95.75
55.75,54.43,74.93,84.34,3.82,49.81,9.65,19.0,53.67
71.8,74.31,78.56,81.29,7.29,85.39,11.39,68.0,74.92
95.01,81.58,95.94,95.77,10.0,72.82,17.8,100.0,88.8
40.0,30.0,50.0,62.94,2.13,16.69,0.0,12.0,21.29
40.0,30.0,50.0,60.0,4.21,27.76,1.43,9.0,33.94
40.0,30.0,50.0,60.0,2.0,20.67,0.0,5.0,41.81
100.0,81.94,100.0,100.0,8.77,68.12,20.0,100.0,96.36
49.24,42.38,50.28,67.45,2.0,0.0,6.54,50.0,37.61
100.0,95.0,95.82,89.3,10.0,91.03,19.05,91.0,92.62
56.4,46.46,62.03,65.94,2.0,16.39,6.49,16.0,41.55
84.33,78.62,86.95,87.01,6.92,75.16,10.43,69.0,84.63
100.0,95.0,96.73,100.0,10.0,80.65,20.0,74.0,93.07
99.59,89.04,100.0,100.0,10.0,100.0,20.0,99.0,99.9
96.58,95.0,99.51,100.0,10.0,78.34,20.0,100.0,98.39
95.22,95.0,100.0,94.6,10.0,100.0,20.0,92.0,97.01
95.91,95.0,100.0,93.96,8.72,86.94,20.0,67.0,86.08
82.87,71.5,93.31,86.46,8.88,83.83,16.75,97.0,89.84
95.0,93.37,89.21,93.1,8.64,77.75,16.8,76.0,85.25
58.14,54.72,56.51,66.34,3.82,0.0,6.89,17.0,50.49
52.17,40.83,58.79,64.23,3.33,23.36,3.88,33.0,43.42
