exam_1,exam_2,exam_3,attendance_rate,engagement_score,group_work_score,revision_hours,quiz_score,final_pass_score
78.79,66.52,78.87,83.28,7.0,81.28,13.21,4.0,57.26
85.32,71.13,79.3,83.31,8.29,64.76,12.27,7.0,54.89
100.0,82.49,94.38,89.53,7.84,66.81,18.38,8.0,72.25
84.71,82.9,90.57,90.29,6.88,86.89,15.91,6.0,66.64
67.19,68.76,76.23,82.88,4.37,62.67,12.27,3.0,54.02
70.12,50.64,66.95,80.67,5.16,17.4,12.38,5.0,45.55
77.17,68.96,80.48,90.23,7.52,67.32,13.66,6.0,61.57
73.78,48.35,69.8,77.38,5.3,16.34,4.9,5.0,41.84
93.14,83.48,93.43,92.86,9.12,77.5,16.67,8.0,66.55
84.86,80.07,96.74,94.44,7.09,64.15,15.64,6.0,63.84
72.66,56.89,70.94,75.75,6.88,65.1,6.19,6.0,49.6
54.12,47.5,69.17,70.12,4.94,36.06,10.19,4.0,43.95
83.52,76.98,96.11,88.27,9.01,61.02,16.4,7.0,61.72
80.73,68.96,88.23,87.63,5.15,71.48,12.57,6.0,55.35
83.99,81.43,87.67,95.2,8.53,57.06,18.99,7.0,66.09
56.62,49.7,70.01,76.38,3.94,41.04,5.7,3.0,43.14
73.18,64.08,77.78,84.69,5.76,38.8,11.58,6.0,50.21
81.74,66.21,80.82,80.51,7.23,54.59,11.75,6.0,49.88
79.87,68.05,79.96,85.68,6.93,68.27,11.7,5.0,54.91
76.73,73.31,78.37,80.8,5.58,61.07,8.8,6.0,54.52
77.97,82.04,74.54,91.12,7.55,89.4,17.87,4.0,66.93
59.57,51.83,74.72,77.13,4.29,42.75,7.9,6.0,40.33
81.92,71.93,79.44,81.61,7.55,62.46,13.25,4.0,55.44
75.53,74.39,80.01,86.89,6.78,55.24,7.86,5.0,52.14
79.43,68.04,92.05,90.59,8.31,70.45,16.38,6.0,64.98
88.78,80.2,82.64,85.6,7.23,77.27,16.66,6.0,62.07
68.55,66.03,69.95,77.01,5.03,41.66,8.86,5.0,44.74
64.38,48.21,76.46,70.56,4.35,9.93,6.85,2.0,43.21
97.89,76.69,86.25,81.67,9.03,84.14,16.79,7.0,63.26
75.9,77.53,80.29,86.8,6.63,70.45,18.49,5.0,56.2
73.72,63.11,73.8,81.94,6.42,38.57,5.52,5.0,45.06
90.23,86.99,95.0,94.36,8.36,64.0,18.53,7.0,72.19
78.33,71.9,81.7,76.9,5.36,83.87,10.16,6.0,55.65
93.95,82.53,83.67,89.67,7.76,85.06,15.49,6.0,64.25
79.05,62.76,78.38,75.53,5.94,57.58,11.61,5.0,51.54
97.13,94.54,93.03,100.0,9.3,73.86,17.15,8.0,70.58
96.95,92.2,92.86,90.19,7.95,74.0,17.24,9.0,68.55
72.01,65.38,79.84,87.53,7.24,75.8,8.53,5.0,53.94
80.72,78.25,88.96,93.61,7.89,76.64,17.38,6.0,63.42
76.79,67.33,77.74,84.27,7.43,61.42,9.63,7.0,55.98
78.88,85.02,94.52,87.68,8.97,88.17,17.4,7.0,65.26
77.19,62.57,73.77,79.61,6.41,33.31,8.32,5.0,46.14
76.88,75.37,90.68,84.74,7.61,92.8,11.25,6.0,57.21
84.46,85.17,89.71,90.76,7.45,96.17,15.66,5.0,58.45
58.84,50.12,71.21,71.52,3.27,26.62,2.99,3.0,44.75
66.83,60.4,72.99,69.78,4.83,32.82,8.55,3.0,47.96
61.56,43.82,70.09,62.84,3.86,0.0,2.47,3.0,33.31
77.71,66.25,80.07,83.29,6.56,33.74,12.3,4.0,52.24
79.66,75.09,84.99,86.06,7.38,50.67,11.93,7.0,54.91
88.72,84.82,100.0,90.8,9.15,84.56,15.42,7.0,71.32
78.02,67.8,84.11,87.23,6.4,56.22,12.93,6.0,51.49
89.46,84.2,94.51,98.47,8.71,64.25,15.03,8.0,65.58
71.29,59.84,64.54,74.63,6.09,35.08,7.72,4.0,45.19
63.03,50.12,62.07,72.42,5.03,42.03,3.26,3.0,42.28
79.03,60.1,80.75,85.67,6.69,67.08,13.35,6.0,54.67
82.64,81.84,83.46,80.88,6.78,37.27,17.39,5.0,54.0
81.34,75.86,77.3,84.7,6.25,57.59,18.6,7.0,58.27
58.26,42.12,65.06,73.8,3.64,8.24,6.02,2.0,34.54
68.97,71.72,85.69,86.19,6.26,72.19,13.62,4.0,56.4
66.18,53.67,73.0,68.43,5.84,52.2,3.81,4.0,47.55
78.9,76.9,80.46,84.97,7.43,56.57,17.62,6.0,54.13
76.76,74.1,82.3,82.69,6.16,54.01,14.96,6.0,54.16
70.36,58.62,69.73,78.76,7.09,38.98,8.02,6.0,45.59
77.32,59.91,74.6,82.84,6.44,18.5,13.43,4.0,49.81
66.57,55.08,70.4,83.63,4.4,49.15,8.21,4.0,48.19
76.92,63.62,77.62,81.64,6.37,54.97,10.71,4.0,51.7
92.77,73.99,82.14,87.74,8.03,88.88,16.01,7.0,63.89
68.28,59.04,72.1,82.68,6.98,28.74,6.49,3.0,44.51
93.02,70.19,81.54,88.21,6.52,58.27,15.96,6.0,60.44
73.94,67.38,64.31,85.89,6.94,29.45,7.87,4.0,50.68
60.41,69.0,82.27,80.4,6.97,33.04,7.1,5.0,46.33
78.65,64.94,83.55,78.73,6.17,40.66,9.5,6.0,54.22
68.51,60.15,70.73,72.46,5.34,59.41,10.72,4.0,48.35
77.21,66.2,75.92,74.47,5.31,41.22,8.86,4.0,52.67
68.45,59.78,66.33,79.46,5.2,43.89,5.17,5.0,43.96
93.02,88.55,100.0,100.0,9.13,83.76,16.44,7.0,70.42
70.44,73.21,87.85,91.61,7.37,41.49,12.03,4.0,55.58
68.7,64.69,75.38,83.17,6.83,46.98,7.07,5.0,48.69
73.84,64.65,85.7,89.94,6.46,72.2,9.88,5.0,55.23
72.2,72.42,79.86,81.01,5.09,40.2,16.73,6.0,56.36
76.84,71.46,73.0,78.05,6.52,68.82,9.27,5.0,48.64
89.54,71.02,82.96,91.09,7.77,56.47,13.07,7.0,63.25
84.71,76.58,86.21,90.22,7.91,64.12,13.39,8.0,54.5
65.49,67.38,74.2,81.25,5.9,60.0,9.4,4.0,47.82
72.95,62.3,74.81,82.09,6.21,41.41,11.76,4.0,50.53
79.27,71.9,77.57,83.64,7.68,56.44,13.45,5.0,57.35
52.36,58.85,62.41,75.32,4.34,20.75,4.36,4.0,43.73
61.72,50.14,68.85,80.09,4.68,39.21,4.49,3.0,36.12
88.37,75.15,86.01,94.38,8.04,44.79,19.16,7.0,61.25
87.04,86.62,89.47,97.25,8.64,57.23,16.71,8.0,58.43
76.87,70.32,72.99,84.56,7.81,65.5,15.41,5.0,56.51
80.61,73.42,88.24,85.61,7.35,84.21,8.34,6.0,57.83
80.82,79.59,73.91,88.89,7.16,51.01,13.4,4.0,61.68
95.74,88.04,100.0,94.42,9.61,96.34,20.0,9.0,72.08
83.98,83.52,93.94,94.93,9.02,81.21,14.51,6.0,67.73
78.32,64.6,77.83,78.45,8.21,68.48,11.08,5.0,55.83
65.61,68.62,62.42,79.41,6.01,15.25,9.84,4.0,44.86
69.83,63.7,66.51,70.98,4.94,22.61,5.84,5.0,39.45
75.91,67.0,81.27,87.43,7.07,58.06,11.86,4.0,55.6
70.27,58.77,70.28,79.33,3.98,59.2,8.92,6.0,42.82
67.68,59.6,67.27,69.09,5.69,76.14,6.23,4.0,49.78
63.37,60.68,81.27,81.8,6.13,46.88,13.01,5.0,50.46
57.81,58.22,74.55,75.2,5.84,22.67,9.86,3.0,48.71
83.86,85.58,88.96,97.65,8.26,91.34,17.66,8.0,64.69
90.0,67.61,80.22,89.3,7.55,93.04,16.59,6.0,62.19
73.28,68.85,78.63,85.53,6.46,61.5,11.34,7.0,54.34
100.0,79.84,90.25,89.05,9.39,68.6,14.58,7.0,64.77
73.99,67.19,82.57,82.11,6.59,75.53,10.79,5.0,52.99
69.13,68.11,71.4,77.0,7.43,57.03,9.42,4.0,51.49
97.11,77.32,93.47,96.57,8.97,67.46,14.03,7.0,62.01
90.48,78.48,91.78,93.94,6.43,73.81,12.42,7.0,58.06
76.56,57.44,75.48,74.56,5.45,59.4,7.65,4.0,52.17
80.09,65.69,78.38,87.17,6.05,74.87,16.53,6.0,59.62
73.03,64.57,72.7,70.07,3.99,45.87,2.72,3.0,44.43
66.4,57.29,68.2,70.93,6.42,33.89,7.42,4.0,49.53
88.07,81.0,91.67,85.72,8.47,92.3,18.92,9.0,65.28
90.54,92.65,91.81,90.05,9.52,70.49,18.02,8.0,71.6
59.49,53.64,69.69,69.27,5.25,45.6,9.61,5.0,44.64
81.05,71.31,84.43,89.03,6.37,47.89,13.93,6.0,53.95
69.33,57.01,73.11,79.24,5.63,66.22,8.45,3.0,53.77
69.44,59.96,70.86,82.59,6.89,48.82,5.16,4.0,49.78
74.01,78.56,76.85,83.21,5.25,70.14,10.72,6.0,53.92
72.81,67.05,73.28,79.88,3.74,54.41,7.55,3.0,50.54
76.86,62.45,82.36,86.92,6.68,42.38,10.22,5.0,51.35
75.61,54.02,71.63,78.74,5.69,68.91,8.31,5.0,51.05
72.95,74.14,86.91,80.87,7.23,87.33,17.0,6.0,52.56
74.62,71.36,76.12,87.93,7.32,72.48,17.62,6.0,55.2
70.41,69.52,85.06,80.21,7.02,44.99,11.8,5.0,56.42
58.87,58.83,66.2,74.81,5.92,41.8,8.16,5.0,43.5
70.41,62.72,77.41,79.83,7.06,53.53,7.44,4.0,50.15
82.21,78.07,87.57,84.88,6.49,60.78,15.39,7.0,55.67
87.77,74.33,80.57,85.34,7.8,92.9,17.78,5.0,67.96
70.23,47.93,74.37,79.51,6.13,47.5,8.47,5.0,50.13
71.98,68.77,85.86,85.99,5.93,20.94,6.59,5.0,49.35
91.66,71.9,76.77,84.92,6.5,76.36,15.86,7.0,58.4
66.84,53.63,69.49,72.03,4.2,29.74,9.36,3.0,47.08
83.68,89.82,74.1,91.56,6.92,67.03,9.82,6.0,64.02
68.95,64.45,71.17,82.01,6.61,44.53,10.44,4.0,52.54
76.53,72.93,90.8,95.72,6.99,80.66,14.79,5.0,67.1
67.34,66.35,71.95,84.14,5.2,65.35,9.53,3.0,47.16
64.98,53.91,61.77,77.75,4.14,37.17,4.69,2.0,38.71
70.4,55.32,67.0,68.68,5.74,30.5,9.56,3.0,41.41
83.84,72.62,88.63,87.34,6.87,60.1,11.18,6.0,58.91
75.99,82.23,74.62,85.35,6.97,64.19,9.21,7.0,55.36
62.49,54.3,69.01,76.37,5.63,34.4,4.37,4.0,41.81
82.42,77.69,90.78,88.5,8.6,78.26,16.94,5.0,65.64
52.56,47.98,74.97,77.81,4.21,41.98,8.5,2.0,46.28
76.96,71.24,79.09,85.61,7.77,82.12,12.01,6.0,52.13
64.39,52.42,65.96,73.22,5.52,60.67,7.31,5.0,42.45
67.9,60.47,83.49,83.06,5.89,39.94,8.77,6.0,51.93
68.77,67.93,86.73,81.73,8.86,73.02,9.56,6.0,53.21
70.72,65.69,76.26,79.7,4.92,32.83,8.38,5.0,45.82
69.98,70.03,73.87,80.48,6.06,64.67,5.76,6.0,52.39
79.44,72.33,87.35,89.16,7.02,67.35,13.25,7.0,54.49
57.02,63.66,75.03,83.6,6.87,36.0,9.52,5.0,46.86
83.39,73.46,87.59,84.85,9.15,76.74,15.97,6.0,62.59
74.34,51.44,77.33,85.0,6.78,2.94,8.52,3.0,45.07
88.74,73.04,87.49,79.89,8.41,41.68,15.5,6.0,61.83
86.78,81.45,86.5,90.26,8.37,78.96,19.56,7.0,63.51
50.86,57.52,66.97,70.65,3.54,24.16,7.12,2.0,44.15
71.08,63.48,75.28,81.56,4.51,42.51,10.74,6.0,49.07
76.4,67.46,87.08,87.06,9.12,44.96,13.76,6.0,59.11
75.62,64.08,84.34,82.55,6.93,44.69,9.04,6.0,54.38
83.02,77.93,78.34,87.87,6.85,71.44,14.89,6.0,57.3
76.45,73.97,75.33,79.45,7.14,59.67,14.22,4.0,49.35
76.3,61.6,78.52,90.09,6.13,61.06,13.08,4.0,55.25
73.62,57.71,72.56,86.42,6.94,75.02,16.13,5.0,54.78
82.3,90.11,90.15,94.5,8.06,83.48,11.84,7.0,64.7
74.32,73.51,91.95,81.66,7.62,52.6,9.99,6.0,54.95
77.95,67.78,75.17,85.71,7.15,60.86,15.07,7.0,54.64
74.06,67.76,76.78,80.33,5.15,32.78,11.4,5.0,56.81
76.0,50.54,78.91,77.05,6.28,51.06,13.69,4.0,46.68
68.25,64.8,77.25,82.85,7.12,70.19,10.67,7.0,54.51
86.71,74.55,82.51,84.22,7.25,76.2,11.1,6.0,56.31
70.91,69.7,71.65,84.1,6.91,74.72,10.22,6.0,51.6
78.51,66.55,83.1,81.46,6.31,59.8,9.19,5.0,52.21
91.09,89.68,92.54,100.0,9.27,100.0,15.52,9.0,66.07
72.2,72.68,77.77,85.64,7.35,70.17,16.95,7.0,59.4
77.31,67.15,82.33,82.92,7.01,77.18,13.12,5.0,60.46
90.35,76.06,92.84,94.37,8.27,77.69,16.47,5.0,66.04
70.98,62.9,77.15,79.27,6.86,64.49,6.65,5.0,49.92
57.98,43.95,65.63,75.18,5.22,51.55,5.03,4.0,37.44
69.4,62.56,76.74,73.03,6.14,41.98,6.04,5.0,48.4
51.66,55.22,66.87,78.58,4.77,35.21,9.21,3.0,49.17
70.3,64.35,80.98,81.95,5.58,74.06,9.54,3.0,50.69
79.98,69.38,78.95,81.72,6.82,58.28,9.45,5.0,52.39
85.07,77.81,97.82,92.86,8.39,65.33,17.1,8.0,62.8
80.35,70.63,83.74,89.2,6.92,97.05,11.44,6.0,56.75
67.52,66.6,79.13,80.35,6.24,49.67,14.9,6.0,44.9
85.7,90.71,81.14,85.98,7.01,74.82,12.72,6.0,62.11
55.93,41.66,64.56,69.85,2.58,44.17,2.01,3.0,33.3
70.37,78.91,78.44,80.71,6.55,54.41,7.54,6.0,47.22
88.53,81.7,83.23,95.91,7.88,56.44,14.24,6.0,63.81
59.17,56.04,65.65,72.86,3.95,41.63,6.22,1.0,38.35
82.4,89.3,84.31,94.19,8.19,50.26,12.0,7.0,59.48
80.01,74.24,91.04,86.87,8.73,60.76,15.87,6.0,65.28
77.78,66.97,82.21,77.57,7.12,57.45,12.36,4.0,50.23
76.82,74.89,92.43,87.77,8.87,65.44,13.83,5.0,55.47
96.73,95.0,92.14,100.0,9.84,70.91,20.0,9.0,71.94
79.7,76.47,81.65,84.34,7.95,86.64,14.14,5.0,62.98
81.56,68.17,76.69,90.26,6.52,65.28,10.77,6.0,50.23
72.71,57.66,73.77,85.33,5.73,74.58,8.13,6.0,51.1
66.59,59.66,69.95,82.58,3.59,43.35,11.41,2.0,49.12
79.5,72.94,91.19,87.14,8.75,59.25,15.44,6.0,54.2
68.71,60.32,71.99,74.54,7.0,51.2,9.84,4.0,51.02
71.5,76.13,84.81,81.98,6.44,57.84,10.18,7.0,56.97
57.68,61.96,78.83,81.92,6.02,35.17,12.03,3.0,47.84
82.41,73.45,92.81,89.06,6.77,89.23,11.62,8.0,63.7
83.34,72.55,76.58,77.32,7.51,55.67,12.76,6.0,58.99
74.0,83.53,92.82,90.19,8.94,47.96,18.59,7.0,63.11
66.56,52.34,80.76,81.57,4.79,72.27,8.88,5.0,47.25
76.54,63.21,74.08,81.27,6.8,48.39,7.42,5.0,46.86
77.07,60.56,76.69,83.29,5.4,36.2,6.54,5.0,48.19
72.1,70.91,78.01,83.02,6.36,26.85,13.05,4.0,54.25
75.9,70.12,81.92,91.5,7.62,91.77,13.74,6.0,57.7
81.93,66.62,82.38,87.68,7.56,52.01,13.96,6.0,50.24
74.3,63.23,70.21,82.22,5.61,47.04,8.01,3.0,52.38
80.73,74.17,94.72,95.76,7.67,86.73,15.77,9.0,63.74
84.36,76.03,90.17,97.38,9.2,86.66,14.03,8.0,62.21
77.4,69.78,86.23,82.11,7.63,65.31,13.97,7.0,59.93
88.32,86.34,90.91,94.25,9.23,62.63,15.88,9.0,69.61
69.62,58.31,71.08,77.98,4.85,36.25,7.52,3.0,37.27
72.6,45.4,74.99,78.49,5.0,44.15,6.74,5.0,46.23
61.54,56.32,61.26,76.07,5.38,21.51,5.76,1.0,36.85
88.25,90.22,89.56,89.62,8.63,85.49,16.37,7.0,67.51
80.49,78.77,85.04,88.2,8.11,80.04,14.53,6.0,61.23
68.0,62.54,80.03,75.59,8.15,73.6,2.98,6.0,50.36
82.76,70.68,81.38,91.45,7.97,45.81,10.9,6.0,54.66
65.5,57.99,73.14,75.2,5.52,76.07,7.68,4.0,41.84
97.15,95.0,100.0,98.9,9.33,100.0,20.0,9.0,72.12
92.49,73.74,83.91,83.54,4.91,61.91,9.8,5.0,57.6
78.42,66.25,76.88,89.24,6.8,77.98,12.72,4.0,58.9
78.92,76.5,84.31,77.0,7.41,100.0,17.77,7.0,57.8
78.28,76.07,88.39,86.82,7.69,45.63,10.29,7.0,59.52
83.53,78.75,85.26,84.92,6.95,59.98,13.62,7.0,57.03
69.43,64.96,68.58,77.44,5.6,12.47,7.7,4.0,46.59
73.34,77.7,84.94,93.73,5.94,69.96,12.2,7.0,55.88
97.35,87.79,86.2,91.74,8.31,93.71,15.72,8.0,67.2
84.9,89.45,90.28,95.16,8.8,79.59,14.28,8.0,67.49
99.33,86.66,99.54,94.98,10.0,74.08,20.0,8.0,67.43
76.58,59.54,72.37,85.98,6.11,21.59,12.49,5.0,48.26
64.95,66.65,69.24,75.39,5.87,50.76,11.68,4.0,49.57
81.02,71.4,82.11,80.31,7.41,79.94,12.8,6.0,64.58
76.83,67.24,74.25,88.72,6.22,51.97,8.31,6.0,48.95
89.94,77.18,85.68,92.27,8.41,83.01,16.23,6.0,69.8
63.09,54.04,69.69,67.67,4.18,11.09,9.5,2.0,48.22
85.7,86.32,88.93,91.02,9.33,89.8,14.54,7.0,64.45
71.49,68.49,77.87,84.6,6.73,51.73,13.84,7.0,53.18
77.1,66.46,79.78,84.79,6.53,42.16,12.41,6.0,51.54
65.28,67.97,74.1,75.21,4.96,33.41,13.41,3.0,49.3
59.17,58.44,68.66,62.41,5.38,29.27,6.03,2.0,37.15
78.82,78.02,84.82,91.03,9.46,78.08,11.84,8.0,59.76
78.69,74.61,82.03,79.56,6.08,41.42,11.35,4.0,58.57
74.29,51.05,69.83,68.19,4.98,34.69,11.58,4.0,44.32
59.22,58.44,72.12,64.9,5.43,39.95,3.73,3.0,40.84
73.09,75.13,75.49,85.24,7.03,38.48,6.03,6.0,45.49
97.8,84.14,91.79,94.53,8.36,100.0,17.22,7.0,69.49
73.28,62.06,74.09,81.54,4.22,43.3,10.16,6.0,49.78
64.64,50.95,68.59,80.54,6.08,27.41,7.51,4.0,44.08
68.69,60.94,74.91,85.07,7.11,41.64,13.53,5.0,50.99
75.6,62.26,73.5,88.83,5.08,82.89,9.86,3.0,51.35
50.83,40.78,60.81,62.25,3.08,27.84,0.0,0.0,33.53
80.24,61.16,80.44,83.54,7.99,45.14,16.74,5.0,56.22
79.62,66.83,81.4,76.15,7.68,73.13,8.91,5.0,54.74
94.7,80.48,83.5,87.26,8.39,73.45,11.55,5.0,61.87
95.42,82.31,95.5,94.1,8.88,91.59,20.0,7.0,72.85
87.7,87.88,90.65,93.27,8.22,71.73,14.46,7.0,66.29
74.51,69.03,79.76,82.57,6.37,44.73,11.04,6.0,53.33
64.35,63.57,68.4,79.85,6.37,48.47,9.84,4.0,52.56
100.0,90.67,99.9,100.0,9.19,90.42,20.0,9.0,74.05
75.12,74.02,81.9,92.98,6.23,88.14,11.38,4.0,61.12
76.93,63.46,80.13,82.82,7.62,41.17,15.69,5.0,56.94
82.11,73.39,71.47,80.09,6.74,82.68,6.8,7.0,47.5
72.95,71.82,82.13,86.17,8.14,61.3,14.42,6.0,60.97
80.17,70.47,87.77,79.92,6.09,62.32,9.55,5.0,55.15
77.16,57.29,74.26,86.49,6.07,63.89,13.57,7.0,52.88
70.51,59.01,72.99,79.59,5.41,42.34,10.7,3.0,49.38
65.52,71.79,81.25,81.54,6.77,72.47,10.29,6.0,52.12
68.19,58.77,77.17,78.85,4.97,11.24,11.96,6.0,48.27
75.81,64.46,79.42,82.6,5.55,38.51,12.01,4.0,50.18
76.85,62.93,75.77,84.01,5.78,47.74,13.86,6.0,56.82
68.91,70.92,81.01,79.9,7.05,37.37,8.76,4.0,50.59
87.11,77.25,93.64,99.69,9.18,79.34,15.35,7.0,63.82
56.18,46.03,59.55,64.67,2.23,26.02,4.04,2.0,32.41
88.45,82.9,89.54,90.69,9.18,86.91,15.18,8.0,65.61
86.07,77.53,93.46,94.09,10.0,82.3,17.54,8.0,66.49
55.58,51.81,67.94,65.03,4.35,18.91,0.94,4.0,37.6
71.04,67.01,72.86,83.86,5.88,60.39,11.77,5.0,48.84
68.23,62.58,80.49,77.55,8.61,56.29,10.19,6.0,46.92
71.09,50.03,69.18,78.85,4.06,52.93,5.77,3.0,45.9
67.45,51.21,74.46,75.48,5.88,59.99,7.88,5.0,50.9
71.85,59.99,71.96,80.11,5.61,43.8,8.15,4.0,44.61
99.07,77.95,92.54,98.94,9.98,72.83,8.61,8.0,68.11
89.21,78.62,91.78,93.06,8.21,64.24,13.12,7.0,63.05
85.37,80.03,89.2,92.63,7.93,70.83,13.71,6.0,61.85
84.43,79.57,80.93,87.4,6.91,66.1,15.44,5.0,58.82
65.72,56.42,69.96,74.92,5.17,47.08,6.68,4.0,40.47
66.94,62.17,76.78,86.74,5.37,62.86,9.91,3.0,53.33
81.96,77.58,88.59,84.14,7.43,66.57,17.17,7.0,59.01
59.34,58.83,73.25,72.52,4.88,41.91,10.72,5.0,43.57
88.12,77.6,81.95,90.94,6.46,72.84,16.3,7.0,64.31
71.61,69.1,88.14,79.37,7.52,48.66,10.08,4.0,47.89
73.59,57.36,78.25,77.95,5.95,40.5,12.18,6.0,45.75
83.76,79.87,90.43,82.49,6.64,44.33,13.57,8.0,58.71
78.76,76.52,82.73,84.73,7.2,56.24,12.86,6.0,57.96
75.57,60.19,79.43,81.5,6.42,61.68,11.9,5.0,54.18
84.15,79.03,92.05,91.93,6.79,66.85,14.05,7.0,60.4
70.45,58.26,76.76,81.32,5.77,40.22,12.34,4.0,57.65
75.08,74.31,88.85,89.8,6.7,76.24,13.46,6.0,57.98
81.94,76.52,87.94,86.8,8.88,76.71,15.26,6.0,60.91
82.52,73.43,76.42,81.35,6.85,39.16,14.56,6.0,53.32
74.13,77.8,80.16,88.0,6.87,79.85,15.45,8.0,59.22
61.49,49.98,71.95,81.58,4.7,58.14,4.87,2.0,45.23
86.78,81.24,90.66,90.05,7.82,56.91,15.84,7.0,66.16
75.2,74.11,77.72,81.01,7.07,44.87,13.49,4.0,50.25
72.98,65.91,80.34,76.89,6.15,70.03,12.57,6.0,52.76
87.79,84.9,93.68,84.51,7.89,73.53,12.48,6.0,63.67
72.71,72.6,71.05,82.44,6.0,16.14,8.31,3.0,50.45
68.65,60.59,66.09,77.86,4.63,17.88,10.16,4.0,45.43
63.96,55.12,67.76,76.97,4.66,32.91,5.5,5.0,44.13
80.3,80.34,85.78,87.12,5.86,51.64,13.1,7.0,55.38
67.7,57.27,68.3,81.95,6.04,34.59,11.94,4.0,52.62
100.0,86.23,98.57,92.59,9.14,86.81,17.15,8.0,72.52
56.63,46.87,66.08,75.33,3.68,50.7,4.01,4.0,35.36
86.59,93.67,92.88,94.02,10.0,81.09,14.98,7.0,63.76
83.21,66.8,75.84,82.83,7.12,79.25,13.43,6.0,53.32
74.55,76.03,74.01,85.79,5.86,79.98,8.51,5.0,55.54
60.67,66.29,77.04,82.37,6.83,73.34,9.77,4.0,46.99
83.66,65.62,74.46,87.82,7.6,70.26,14.0,6.0,55.72
73.09,70.54,83.77,84.1,7.07,29.99,15.01,6.0,56.48
85.5,68.84,87.64,90.47,7.78,83.46,16.91,7.0,61.73
78.62,73.37,93.83,94.24,7.3,77.44,10.63,6.0,59.97
78.27,75.07,90.36,89.64,6.77,61.04,15.28,6.0,56.46
76.13,62.37,76.55,84.71,6.81,80.71,10.19,5.0,55.1
73.4,69.09,79.15,84.11,5.21,72.04,8.86,5.0,50.5
81.23,82.16,86.29,89.88,6.82,73.14,12.51,6.0,58.85
59.36,49.7,73.99,75.81,6.13,50.64,10.32,3.0,46.54
67.41,50.35,63.34,76.02,4.57,44.78,8.35,4.0,43.82
85.64,83.95,78.43,87.25,7.21,33.76,14.26,7.0,58.49
73.05,80.87,78.79,84.7,6.65,55.08,16.44,6.0,55.48
79.56,67.23,80.95,70.21,5.61,75.2,8.01,5.0,50.9
73.59,74.44,82.13,84.95,5.06,48.16,8.97,8.0,52.53
83.01,79.36,86.89,84.13,7.03,61.86,9.16,7.0,52.93
72.91,59.88,71.15,87.13,6.26,36.23,11.28,5.0,48.55
77.82,58.89,64.9,79.41,5.82,75.08,10.06,4.0,51.08
76.69,77.31,84.9,80.42,6.92,88.16,16.29,5.0,56.11
65.52,68.22,69.35,77.93,5.66,32.07,9.65,4.0,51.02
79.58,75.91,74.99,82.27,8.11,68.33,12.25,6.0,60.26
59.22,47.82,67.81,75.68,4.6,24.25,6.9,1.0,37.03
89.1,89.37,90.89,91.34,7.58,84.66,15.37,5.0,69.37
72.5,70.85,83.06,90.67,7.14,74.73,9.41,5.0,54.66
73.25,69.75,80.09,82.37,7.57,76.02,19.27,6.0,60.24
79.72,80.36,86.73,90.03,9.11,79.72,16.2,7.0,61.25
95.55,93.32,91.01,88.53,8.3,100.0,17.5,9.0,71.59
93.34,83.33,82.22,92.89,8.1,59.8,16.52,5.0,64.69
58.93,53.21,63.33,75.03,4.86,6.73,8.18,2.0,38.26
63.67,58.93,72.49,78.31,4.47,34.91,7.82,5.0,41.54
70.71,63.13,76.6,80.26,6.07,27.11,8.61,5.0,43.96
81.81,72.16,80.87,85.82,5.66,38.0,13.52,6.0,55.92
76.21,60.89,79.9,93.52,6.01,52.75,14.48,8.0,56.58
70.61,60.38,73.83,78.51,6.22,35.28,7.88,4.0,49.38
82.36,72.08,72.69,85.68,6.72,48.48,15.97,6.0,56.11
71.61,55.65,75.05,75.12,6.06,56.44,10.44,4.0,45.5
71.41,65.05,81.13,76.86,6.05,43.23,11.92,3.0,49.45
68.15,54.22,63.55,75.95,4.33,36.21,11.12,3.0,48.51
54.72,69.13,70.73,82.88,5.66,59.56,9.28,5.0,46.52
67.09,64.0,71.18,74.86,4.19,28.23,8.71,4.0,46.16
64.08,57.06,77.69,77.2,6.74,41.39,11.02,5.0,45.32
76.7,78.49,86.11,88.69,6.98,81.29,13.42,6.0,60.4
69.91,59.36,70.11,76.16,5.5,16.64,9.28,4.0,44.41
100.0,92.32,91.87,100.0,9.13,63.71,20.0,9.0,73.61
79.78,74.82,84.11,80.97,7.85,72.59,11.19,6.0,59.43
82.24,66.86,89.55,90.23,6.76,70.15,18.12,6.0,59.34
76.01,54.75,74.67,76.19,5.36,78.09,6.05,4.0,47.7
88.61,79.07,85.16,91.09,8.32,72.88,10.99,8.0,58.76
78.69,66.66,76.97,75.47,6.13,63.66,13.43,6.0,49.66
80.66,66.01,80.87,87.41,7.36,58.9,14.08,4.0,54.0
99.4,95.0,95.95,100.0,9.09,100.0,17.22,8.0,72.38
67.45,64.78,82.57,84.96,5.56,83.57,13.17,6.0,55.3
85.16,81.52,89.52,86.92,8.26,45.38,18.97,7.0,63.52
65.62,66.41,74.8,80.78,5.7,55.66,9.82,4.0,48.78
86.11,68.48,75.84,79.06,7.26,91.51,18.13,6.0,62.6
91.09,88.63,98.5,93.61,8.86,90.79,13.17,8.0,66.92
70.95,60.2,77.96,84.36,6.21,75.35,11.78,5.0,54.72
94.96,85.65,91.38,98.06,7.68,77.75,20.0,9.0,63.1
82.58,74.83,89.32,88.31,9.16,70.14,16.26,6.0,50.35
79.07,59.63,73.79,76.73,5.99,52.07,9.82,6.0,50.97
