student_id,score_percentage,hard_question_accuracy,hint_usage_percentage,avg_confidence,answer_changes_rate,tab_switches_rate,avg_time_per_question,review_percentage,avg_first_action_latency,clicks_per_question,performance_trend,mastery_level,mastery_level_name
STU0248,80.05,61.82,40.28,4.09,0.07,0.0,88.69,43.02,60.0,2.59,0.34,2,proficient
STU0249,31.84,15.47,61.99,3.73,0.23,0.0,89.32,10.29,60.0,2.34,0.38,1,developing
STU0250,79.12,76.38,46.58,3.25,0.19,0.0,20.58,9.96,0.8,2.1,-0.03,2,proficient
STU0251,100.0,100.0,21.34,3.32,0.08,0.45,60.65,0.0,41.76,1.65,0.05,3,advanced
STU0252,30.0,34.88,2.99,3.21,0.21,0.17,35.11,1.99,30.02,1.29,-0.34,1,developing
STU0253,48.59,15.8,19.09,3.04,0.05,0.0,27.91,15.32,28.41,1.21,-0.38,1,developing
STU0254,22.96,6.61,14.24,2.73,0.0,0.0,28.31,12.01,23.09,1.0,-0.37,0,at_risk
STU0255,52.9,30.86,48.52,2.36,0.01,0.21,51.73,57.28,34.93,2.16,-0.11,1,developing
STU0256,1.22,0.0,0.0,3.39,0.01,0.0,1.0,35.96,0.5,1.87,0.13,0,at_risk
STU0257,68.11,64.71,42.43,2.37,0.01,0.59,50.04,0.0,35.87,1.95,0.24,2,proficient
STU0258,51.99,57.63,15.07,2.44,0.0,0.76,32.92,0.0,23.03,1.77,0.26,1,developing
STU0259,100.0,100.0,52.06,2.75,0.31,0.22,77.72,0.0,54.0,1.85,-0.17,2,proficient
STU0260,37.86,20.5,51.93,2.58,0.11,0.52,11.22,0.2,0.5,2.29,0.04,0,at_risk
STU0261,38.09,36.6,0.0,3.44,0.15,0.06,1.0,0.0,0.5,1.26,-0.25,0,at_risk
STU0262,67.4,26.25,22.1,3.22,0.0,0.0,7.62,5.73,3.05,1.0,-0.59,2,proficient
STU0263,35.85,33.97,0.0,3.01,0.0,0.6,13.25,5.24,25.28,1.0,-0.17,1,developing
STU0264,60.21,58.99,100.0,2.1,0.35,0.27,56.06,25.5,9.28,3.75,0.18,2,proficient
STU0265,8.89,11.64,5.32,2.52,0.0,0.42,1.0,12.21,0.5,1.49,0.0,0,at_risk
STU0266,100.0,96.63,60.65,3.38,0.32,0.33,84.1,10.88,59.15,2.58,0.08,2,proficient
STU0267,50.38,44.7,73.59,3.49,0.26,0.1,1.0,32.47,0.5,3.3,-0.05,2,proficient
STU0268,47.03,12.85,21.93,3.57,0.05,0.26,14.29,13.9,0.5,1.66,-0.73,1,developing
STU0269,48.29,14.25,68.52,3.41,0.2,0.65,1.0,49.13,0.5,2.97,0.33,2,proficient
STU0270,21.06,0.0,7.53,2.83,0.0,0.33,11.52,10.68,4.81,1.0,-0.13,0,at_risk
STU0271,0.0,0.0,0.0,3.86,0.25,0.0,43.51,0.34,51.41,1.0,-0.11,0,at_risk
STU0272,91.51,93.6,43.04,2.58,0.0,0.35,62.32,0.0,60.0,1.63,0.05,3,advanced
STU0273,55.96,43.69,2.8,3.25,0.13,0.0,41.84,2.4,26.87,1.0,-0.21,1,developing
STU0274,100.0,100.0,0.33,3.65,0.0,0.87,34.92,0.0,38.83,1.0,-0.54,3,advanced
STU0275,36.54,43.59,0.0,1.96,0.0,0.32,95.88,0.0,60.0,1.0,-0.71,1,developing
STU0276,42.32,36.3,39.25,2.87,0.09,0.0,1.0,12.19,0.5,1.66,0.08,1,developing
STU0277,43.68,37.35,0.0,3.08,0.17,0.25,1.67,11.5,4.58,1.0,0.08,0,at_risk
STU0278,43.87,41.46,60.49,2.47,0.0,0.01,1.0,36.02,0.5,2.17,-0.01,1,developing
STU0279,18.22,3.3,32.36,2.86,0.07,0.0,1.0,12.37,0.5,1.5,-0.01,0,at_risk
STU0280,74.35,45.73,87.15,3.24,0.38,0.07,113.97,38.83,60.0,3.31,0.02,2,proficient
STU0281,89.39,82.38,0.0,2.92,0.03,0.51,54.14,20.64,38.07,1.26,-0.59,3,advanced
STU0282,76.33,65.77,46.43,2.85,0.28,0.78,73.96,14.72,55.77,2.18,0.12,2,proficient
STU0283,100.0,100.0,14.71,3.54,0.0,0.7,69.94,0.0,54.14,1.0,-0.23,3,advanced
STU0284,18.0,15.15,27.79,2.92,0.0,0.36,87.65,1.96,60.0,1.56,-0.23,1,developing
STU0285,49.7,52.09,0.0,3.8,0.11,0.09,13.04,1.07,6.53,1.28,-0.1,1,developing
STU0286,66.95,72.52,0.0,3.46,0.05,0.65,1.0,0.0,0.5,1.39,0.01,2,proficient
STU0287,32.87,13.01,24.06,2.7,0.2,0.0,1.0,0.21,0.5,1.08,-0.35,0,at_risk
STU0288,57.07,68.48,34.59,2.9,0.15,0.17,2.46,0.0,0.5,1.5,-0.05,1,developing
STU0289,50.97,35.58,2.62,3.45,0.0,0.36,1.0,0.0,0.5,1.0,0.11,1,developing
STU0290,69.1,75.07,44.32,2.72,0.02,0.04,98.78,0.0,60.0,1.64,0.33,2,proficient
STU0291,41.69,43.7,90.52,2.74,0.0,0.0,51.89,0.0,32.98,1.64,0.03,2,proficient
STU0292,66.43,60.79,68.23,2.74,0.0,0.0,75.16,23.1,57.21,2.57,-0.29,2,proficient
STU0293,100.0,100.0,55.81,4.08,0.0,0.32,3.85,8.39,0.5,2.31,0.34,3,advanced
STU0294,74.42,69.69,3.96,2.93,0.26,0.7,45.98,3.09,22.46,1.37,0.31,2,proficient
STU0295,15.9,9.99,49.94,2.42,0.09,0.34,23.05,66.25,0.5,3.16,-0.06,1,developing
STU0296,76.69,74.37,11.29,3.38,0.0,0.47,53.05,7.18,53.78,1.22,-0.12,3,advanced
STU0297,27.73,7.9,60.61,3.61,0.1,0.02,1.0,32.87,0.5,2.99,-0.12,0,at_risk
STU0298,42.63,37.24,44.9,2.99,0.0,0.42,58.51,0.0,54.34,1.81,-0.06,2,proficient
STU0299,56.18,55.69,2.91,3.22,0.0,0.44,1.0,18.44,0.5,1.07,-0.3,2,proficient
STU0300,45.3,58.15,0.0,3.8,0.14,0.0,1.0,27.9,0.5,1.0,0.05,1,developing
STU0301,63.85,40.39,40.76,2.74,0.25,0.64,68.3,23.7,60.0,2.25,-0.35,2,proficient
STU0302,67.14,90.15,0.0,3.11,0.13,0.43,1.0,21.53,6.94,1.52,-0.4,3,advanced
STU0303,7.95,3.12,50.85,3.13,0.1,0.0,1.0,25.44,0.5,1.62,0.3,0,at_risk
STU0304,70.83,83.27,0.0,2.71,0.02,0.56,125.88,16.51,60.0,1.0,0.01,3,advanced
STU0305,25.25,41.42,9.62,3.75,0.21,0.16,1.0,3.48,0.5,1.54,-0.26,0,at_risk
STU0306,48.92,41.15,0.0,3.44,0.0,0.0,1.0,0.0,0.5,1.0,0.29,1,developing
STU0307,38.25,32.06,37.03,3.13,0.08,0.0,80.05,42.98,53.88,1.89,-0.16,1,developing
STU0308,25.26,24.17,0.5,4.01,0.31,0.25,44.23,36.71,32.16,1.77,-0.11,0,at_risk
STU0309,79.35,72.37,0.0,2.99,0.06,0.32,133.32,0.0,60.0,1.04,0.37,3,advanced
STU0310,41.85,40.46,41.65,3.17,0.08,0.33,1.0,17.06,0.5,1.98,0.46,1,developing
STU0311,33.84,18.73,84.19,2.63,0.0,0.0,61.23,17.0,28.46,2.27,-0.16,1,developing
STU0312,51.54,49.1,39.49,2.37,0.22,0.36,101.18,24.3,60.0,2.28,0.21,2,proficient
STU0313,69.3,58.72,98.71,3.49,0.23,0.0,1.0,18.16,0.5,2.8,0.14,2,proficient
STU0314,100.0,100.0,3.66,3.35,0.0,0.33,33.54,0.0,21.28,1.0,-0.26,3,advanced
STU0315,0.0,0.0,35.9,2.61,0.06,0.0,58.46,48.58,49.48,2.32,-0.1,0,at_risk
STU0316,14.23,0.0,26.21,2.8,0.04,0.0,10.88,9.99,0.5,1.27,-0.41,0,at_risk
STU0317,82.79,41.28,75.78,3.8,0.11,0.0,11.66,5.73,0.5,2.01,0.49,2,proficient
STU0318,73.52,50.22,0.0,3.17,0.05,0.41,21.5,10.91,34.09,1.28,-0.13,2,proficient
STU0319,48.4,33.94,63.56,2.81,0.1,0.16,9.55,0.0,0.5,1.8,0.1,2,proficient
STU0320,38.02,47.87,0.0,3.88,0.0,0.26,30.1,0.0,34.59,1.0,-0.69,1,developing
STU0321,68.72,21.31,12.67,3.95,0.05,0.0,16.04,40.71,0.5,1.47,0.36,2,proficient
STU0322,100.0,98.01,5.14,4.33,0.39,0.89,6.82,9.84,0.5,2.15,0.33,3,advanced
STU0323,79.87,54.19,78.2,3.32,0.23,0.87,1.0,15.32,0.5,2.45,0.12,2,proficient
STU0324,100.0,90.59,49.97,3.72,0.16,0.48,5.14,8.77,0.5,1.62,0.31,3,advanced
STU0325,82.21,73.88,41.65,3.72,0.16,0.73,23.79,33.47,5.99,2.57,-0.32,2,proficient
STU0326,62.33,40.5,15.3,2.87,0.0,0.9,104.06,41.27,60.0,1.93,-0.45,1,developing
STU0327,33.22,10.2,63.98,2.84,0.26,0.31,123.67,0.0,60.0,2.46,-0.26,2,proficient
STU0328,83.66,79.69,27.76,2.93,0.0,1.1,54.82,18.19,31.94,1.72,0.11,3,advanced
STU0329,13.85,0.0,23.3,3.05,0.06,0.07,41.15,25.03,25.28,1.65,0.18,0,at_risk
STU0330,80.33,50.1,49.56,2.39,0.07,0.94,22.08,0.0,9.53,1.41,-0.24,2,proficient
STU0331,71.49,52.66,28.21,3.55,0.18,0.39,18.9,16.22,5.49,2.11,-0.13,2,proficient
STU0332,48.42,24.22,30.42,2.79,0.0,0.12,44.1,17.86,31.35,1.65,0.06,1,developing
STU0333,67.0,45.25,39.09,3.36,0.11,0.0,35.08,46.01,20.32,1.99,0.07,2,proficient
STU0334,63.08,72.38,0.0,3.57,0.18,0.33,41.87,24.71,43.46,1.19,-0.01,2,proficient
STU0335,51.91,44.04,30.74,3.08,0.27,0.24,1.0,4.75,0.5,2.25,0.14,1,developing
STU0336,28.63,57.96,23.4,3.6,0.08,0.44,42.47,31.21,37.08,2.26,-0.22,1,developing
STU0337,36.89,33.08,51.68,2.95,0.26,0.73,1.0,1.86,0.5,2.36,-0.15,0,at_risk
STU0338,93.88,91.22,37.34,2.7,0.0,0.47,1.0,11.78,0.5,2.64,0.59,3,advanced
STU0339,48.45,37.84,57.37,3.82,0.0,0.0,1.0,9.98,0.5,1.99,-0.24,2,proficient
STU0340,0.0,0.0,0.0,2.07,0.04,0.14,8.83,0.0,12.03,1.0,-0.58,0,at_risk
STU0341,32.66,31.77,32.44,3.13,0.0,0.0,1.0,2.53,0.5,1.0,-0.26,1,developing
STU0342,63.58,73.79,14.11,2.93,0.0,0.26,126.7,2.54,60.0,1.08,-0.22,3,advanced
STU0343,29.75,33.51,28.04,3.06,0.0,0.54,49.01,0.0,45.98,1.19,-0.38,1,developing
STU0344,31.33,0.0,44.15,2.26,0.0,0.0,25.35,0.0,19.89,1.0,-0.35,0,at_risk
STU0345,67.58,50.05,43.14,2.82,0.11,0.73,71.56,4.91,54.79,1.88,-0.08,2,proficient
STU0346,44.18,32.7,33.95,2.68,0.0,0.0,1.0,0.0,0.5,1.0,0.03,1,developing
STU0347,54.86,15.58,55.04,3.47,0.0,0.17,1.0,8.3,0.5,1.42,-0.1,2,proficient
STU0348,50.16,35.06,0.0,3.03,0.12,0.15,39.69,0.0,47.72,1.0,-0.08,1,developing
STU0349,88.83,87.07,29.08,3.08,0.25,0.0,3.63,0.0,3.79,1.77,-0.27,3,advanced
STU0350,44.64,26.23,8.81,3.57,0.0,0.62,58.97,24.37,46.81,1.45,-0.48,1,developing
STU0351,38.29,36.95,61.96,2.56,0.02,0.06,1.0,16.78,0.5,2.11,-0.14,0,at_risk
STU0352,30.45,21.45,18.16,2.92,0.0,0.13,93.65,10.61,60.0,1.0,-0.19,1,developing
STU0353,21.32,0.0,5.97,3.57,0.26,0.06,1.0,8.94,0.5,1.52,-0.46,0,at_risk
STU0354,27.46,17.59,39.53,2.09,0.02,0.07,70.32,23.02,60.0,1.53,-0.61,1,developing
STU0355,42.19,48.64,63.9,3.35,0.18,0.39,1.0,11.08,0.5,2.09,0.32,1,developing
STU0356,44.29,55.71,0.0,3.44,0.0,0.0,25.78,15.23,24.71,1.0,-0.26,1,developing
STU0357,51.24,50.68,54.43,3.08,0.38,0.43,12.63,0.0,0.5,2.15,0.2,2,proficient
STU0358,67.53,40.33,41.04,3.49,0.36,0.63,66.86,21.82,48.88,2.83,-0.28,2,proficient
STU0359,43.48,22.65,40.67,3.62,0.03,0.0,1.0,20.01,0.5,1.77,-0.05,2,proficient
STU0360,15.94,15.04,0.0,3.99,0.21,0.0,1.0,7.27,0.5,1.6,-0.02,0,at_risk
STU0361,32.16,52.32,19.87,3.41,0.0,0.32,25.61,0.0,35.78,1.26,-0.25,1,developing
STU0362,21.18,17.67,23.81,3.18,0.12,0.24,74.63,24.57,54.89,2.29,0.31,1,developing
STU0363,100.0,100.0,59.51,2.61,0.17,0.48,171.5,0.0,60.0,2.04,-0.49,2,proficient
STU0364,76.07,35.22,41.61,2.35,0.02,0.75,77.73,0.0,60.0,1.6,0.05,2,proficient
STU0365,13.34,13.64,0.0,2.87,0.0,0.2,19.11,0.0,29.59,1.0,-0.31,0,at_risk
STU0366,36.67,20.36,47.48,2.83,0.07,0.86,1.0,0.0,0.5,1.39,-0.16,0,at_risk
STU0367,30.69,17.8,71.66,3.33,0.25,0.0,1.0,0.0,0.5,2.02,0.22,0,at_risk
STU0368,47.27,37.95,7.99,3.25,0.21,0.0,33.86,25.24,27.09,1.81,0.61,1,developing
STU0369,50.74,47.8,5.9,3.26,0.16,0.31,1.0,9.82,0.5,1.56,0.12,1,developing
STU0370,46.81,49.37,33.39,2.71,0.12,0.0,2.23,9.59,0.5,1.33,0.13,1,developing
STU0371,70.77,50.86,0.0,3.24,0.02,0.26,25.0,0.0,25.91,1.0,0.0,2,proficient
STU0372,33.15,50.05,0.0,3.74,0.05,0.51,14.91,22.83,15.75,1.0,0.07,1,developing
STU0373,50.47,44.89,63.63,2.64,0.17,0.01,27.09,13.9,0.5,2.13,0.29,2,proficient
STU0374,80.08,69.99,41.99,3.12,0.31,0.36,53.07,35.18,27.4,3.07,-0.33,2,proficient
STU0375,100.0,87.15,33.53,2.55,0.0,0.03,38.01,0.0,35.5,1.4,0.0,3,advanced
STU0376,21.38,0.0,77.6,2.63,0.35,0.0,18.62,43.41,3.45,2.96,-0.06,0,at_risk
STU0377,52.17,48.37,53.64,3.11,0.19,0.86,48.13,22.43,13.75,1.86,-0.03,2,proficient
STU0378,51.02,34.12,37.45,3.11,0.27,0.25,1.0,31.94,0.5,2.53,-0.1,1,developing
STU0379,34.58,26.96,25.34,3.29,0.06,0.0,1.0,18.17,0.5,1.44,0.17,1,developing
STU0380,32.74,0.11,25.35,2.87,0.0,0.0,45.88,5.55,42.78,1.7,-0.11,0,at_risk
STU0381,62.07,45.2,8.13,2.98,0.0,0.31,141.22,0.0,60.0,1.04,-0.08,2,proficient
STU0382,61.63,72.34,0.0,2.29,0.0,0.68,1.0,0.0,5.35,1.0,-0.56,2,proficient
STU0383,24.64,0.86,29.62,2.77,0.16,0.0,1.0,0.0,0.5,1.0,0.15,0,at_risk
STU0384,0.0,0.0,33.82,3.71,0.05,0.0,1.0,0.0,0.5,1.0,0.23,0,at_risk
STU0385,13.15,12.33,73.24,3.09,0.15,0.03,1.0,37.99,0.5,2.96,-0.32,0,at_risk
STU0386,18.89,32.12,7.12,3.67,0.09,0.0,34.27,0.0,40.55,1.0,-0.52,1,developing
STU0387,58.69,83.44,37.24,3.13,0.25,0.54,38.62,0.0,25.19,2.23,-0.29,2,proficient
STU0388,96.02,85.42,12.61,3.79,0.07,0.71,31.76,1.73,25.56,1.61,-0.55,3,advanced
STU0389,20.62,26.06,15.4,2.81,0.0,0.0,1.0,0.0,0.5,1.0,-0.16,0,at_risk
STU0390,64.61,87.74,0.0,3.78,0.25,0.2,30.94,0.0,33.11,1.54,0.01,3,advanced
STU0391,68.89,53.21,0.0,3.2,0.27,0.0,1.0,7.18,0.5,1.02,-0.19,2,proficient
STU0392,13.38,0.0,44.48,2.4,0.0,0.0,51.01,0.79,40.82,1.17,-0.51,0,at_risk
STU0393,68.48,65.31,19.16,3.67,0.0,0.67,38.22,0.0,28.69,1.32,0.16,2,proficient
STU0394,21.94,1.36,55.21,2.73,0.23,0.64,5.97,32.29,0.5,2.89,0.07,0,at_risk
STU0395,67.84,48.85,0.0,3.51,0.0,0.0,74.13,0.0,60.0,1.0,-0.33,2,proficient
STU0396,54.64,44.9,0.0,2.84,0.0,0.0,34.86,0.0,31.18,1.0,0.03,1,developing
STU0397,60.55,46.54,48.89,3.45,0.16,0.0,37.03,32.62,15.79,3.0,-0.05,2,proficient
STU0398,54.79,35.44,38.18,2.4,0.0,0.0,46.64,21.77,41.27,1.0,0.33,1,developing
STU0399,62.57,41.59,38.23,3.26,0.0,0.23,7.27,0.0,0.5,1.16,-0.04,2,proficient
STU0400,71.16,70.0,54.93,3.32,0.02,0.62,1.0,0.0,0.5,2.23,0.24,2,proficient
STU0401,68.26,75.68,3.19,3.41,0.07,0.67,30.14,0.0,27.97,1.53,-0.29,2,proficient
STU0402,52.02,26.75,0.0,3.36,0.18,0.24,1.0,0.0,0.5,1.08,-0.32,1,developing
STU0403,91.01,96.39,7.74,2.86,0.12,0.18,57.1,0.0,38.54,1.0,-0.14,3,advanced
STU0404,37.19,19.77,47.82,3.56,0.08,0.0,33.51,0.0,24.0,1.7,0.15,0,at_risk
STU0405,0.0,0.0,0.0,3.02,0.15,0.39,1.0,4.28,0.5,1.17,0.16,0,at_risk
STU0406,62.38,35.55,0.0,2.59,0.16,0.63,130.22,28.36,60.0,1.35,-0.48,2,proficient
STU0407,79.01,76.31,36.23,3.42,0.16,0.88,96.85,22.72,60.0,2.41,-0.2,2,proficient
STU0408,76.24,45.69,69.15,2.68,0.13,0.0,71.35,11.46,38.81,2.43,-0.08,2,proficient
STU0409,79.93,70.83,46.16,2.83,0.0,0.14,84.39,35.19,59.91,2.51,-0.54,2,proficient
STU0410,18.46,0.0,0.0,2.41,0.11,0.0,42.58,21.03,46.92,1.18,-0.17,0,at_risk
STU0411,18.67,26.09,1.32,2.65,0.02,0.0,1.0,8.81,3.61,1.0,-0.32,0,at_risk
STU0412,85.65,84.14,94.42,3.69,0.32,0.0,62.44,16.79,27.99,3.16,0.32,2,proficient
STU0413,68.66,46.09,56.81,2.9,0.13,0.12,31.32,24.09,5.26,2.93,-0.35,2,proficient
STU0414,36.12,32.9,41.28,3.02,0.08,0.27,12.05,35.05,3.15,2.45,-0.28,1,developing
STU0415,51.48,37.87,0.61,3.35,0.01,0.38,1.0,32.81,0.5,1.67,0.1,2,proficient
STU0416,36.93,41.11,0.0,3.78,0.11,0.0,1.0,18.03,0.5,1.02,-0.21,0,at_risk
STU0417,18.97,38.12,0.0,3.41,0.12,0.0,2.17,19.77,0.72,1.72,0.12,0,at_risk
STU0418,81.04,64.85,5.15,3.05,0.11,0.53,1.0,0.79,0.5,1.26,0.23,2,proficient
STU0419,66.32,77.41,21.23,3.62,0.36,0.97,1.0,9.4,0.5,2.38,0.11,2,proficient
STU0420,28.98,21.14,0.0,3.78,0.02,0.06,1.0,21.5,0.5,1.0,-0.17,0,at_risk
STU0421,40.39,57.99,0.0,3.48,0.14,0.74,1.0,0.0,0.5,1.32,-0.55,1,developing
STU0422,37.85,34.87,48.94,2.77,0.0,0.14,1.0,0.0,0.5,1.0,-0.03,1,developing
STU0423,47.14,59.53,41.72,3.8,0.0,0.18,1.0,0.0,0.5,1.74,-0.02,1,developing
STU0424,72.29,74.02,93.26,2.99,0.0,0.4,4.14,32.68,0.5,2.76,-0.1,2,proficient
STU0425,75.11,63.58,15.61,3.98,0.0,0.29,55.73,0.0,53.78,1.0,0.06,2,proficient
STU0426,25.31,27.1,53.08,3.36,0.15,0.03,1.0,38.71,0.5,2.25,0.11,0,at_risk
STU0427,30.25,6.75,0.0,2.93,0.06,0.07,65.78,17.12,60.0,1.0,-0.06,0,at_risk
STU0428,91.52,84.29,23.09,2.9,0.0,0.58,81.6,8.55,60.0,1.82,-0.21,3,advanced
STU0429,82.12,72.4,17.64,3.55,0.17,0.53,43.0,7.17,49.14,1.97,0.11,2,proficient
STU0430,57.14,63.61,41.61,3.16,0.04,0.25,1.0,3.52,0.5,2.32,0.04,1,developing
STU0431,18.61,9.0,0.0,3.28,0.13,0.37,1.0,9.06,0.5,1.47,0.02,0,at_risk
STU0432,68.51,59.47,44.34,3.88,0.09,0.34,1.0,0.0,0.5,2.08,-0.03,2,proficient
STU0433,46.84,31.62,13.65,3.28,0.0,0.51,1.0,13.15,0.5,1.57,0.08,1,developing
STU0434,65.21,40.86,42.19,2.68,0.04,0.55,81.69,10.66,57.12,2.1,-0.04,2,proficient
STU0435,0.0,0.0,11.62,3.41,0.0,0.0,1.0,5.94,0.5,1.0,0.52,0,at_risk
STU0436,44.78,47.06,6.06,2.26,0.01,0.07,22.62,0.0,23.07,1.0,-0.49,1,developing
STU0437,68.23,29.19,0.0,3.63,0.19,0.16,1.0,0.0,0.5,1.0,-0.29,2,proficient
STU0438,73.15,86.01,16.36,3.58,0.0,0.55,1.0,0.0,0.5,1.6,-0.31,3,advanced
STU0439,72.42,59.03,29.48,3.16,0.0,0.23,37.26,6.29,27.83,1.74,0.16,2,proficient
STU0440,22.71,27.21,0.0,3.35,0.18,0.0,9.11,0.0,10.85,1.2,-0.26,0,at_risk
STU0441,29.94,22.22,43.91,2.97,0.27,0.34,1.0,4.01,0.5,2.26,-0.61,0,at_risk
STU0442,100.0,100.0,47.54,3.95,0.5,1.16,98.0,22.49,60.0,2.94,-0.21,2,proficient
STU0443,33.48,3.81,27.32,2.36,0.09,0.0,40.36,1.12,55.77,1.6,-0.37,0,at_risk
STU0444,60.72,42.34,3.3,2.66,0.13,0.0,84.09,25.51,60.0,1.13,-0.06,2,proficient
STU0445,72.56,56.18,12.36,3.96,0.16,0.54,1.0,0.0,0.5,1.34,-0.3,2,proficient
STU0446,53.54,18.57,2.35,3.49,0.2,0.0,1.0,0.0,0.5,1.26,0.21,1,developing
STU0447,39.12,12.45,37.81,2.73,0.0,0.48,69.02,14.26,44.91,1.88,0.18,1,developing
STU0448,42.7,54.53,59.92,3.77,0.18,0.49,71.56,25.0,43.78,2.52,-0.01,2,proficient
STU0449,15.6,4.57,53.57,2.02,0.28,0.46,10.23,30.74,0.5,2.91,0.22,0,at_risk
STU0450,12.36,12.58,12.69,3.04,0.0,0.6,58.28,0.0,41.67,1.12,-0.09,0,at_risk
STU0451,60.94,71.18,49.47,3.56,0.17,0.0,11.21,27.03,0.5,2.48,-0.08,2,proficient
STU0452,23.32,12.57,32.28,2.74,0.04,0.0,65.79,4.15,60.0,1.74,-0.1,1,developing
STU0453,23.96,0.0,0.0,2.52,0.27,0.0,46.12,0.0,41.63,1.0,-0.02,0,at_risk
STU0454,49.47,49.17,73.91,2.97,0.11,0.3,130.85,0.0,60.0,1.88,0.04,2,proficient
STU0455,34.36,24.69,46.0,4.38,0.29,0.0,1.0,6.93,0.5,2.13,0.22,0,at_risk
STU0456,16.09,23.38,32.04,2.68,0.04,0.63,51.47,12.76,35.95,1.83,-0.28,0,at_risk
STU0457,0.0,14.17,13.96,3.08,0.07,0.0,1.0,0.0,3.56,1.0,-0.49,0,at_risk
STU0458,40.79,51.65,22.67,2.58,0.25,0.56,56.06,27.89,58.84,2.66,-0.27,1,developing
STU0459,100.0,98.6,52.48,2.6,0.04,0.19,97.54,23.93,60.0,2.28,0.22,2,proficient
STU0460,48.3,50.53,35.86,3.27,0.05,0.0,1.0,15.56,0.5,1.72,-0.15,1,developing
STU0461,44.79,51.93,14.16,2.57,0.17,0.18,35.01,37.82,25.27,2.03,-0.41,1,developing
STU0462,47.32,47.72,0.0,3.3,0.09,0.23,70.06,11.56,60.0,1.0,-0.22,1,developing
STU0463,56.33,30.88,61.08,4.11,0.16,0.35,18.42,1.43,0.5,2.1,-0.29,2,proficient
STU0464,100.0,93.3,30.13,3.75,0.0,0.14,47.76,16.4,39.42,1.75,-0.03,3,advanced
STU0465,65.68,59.73,1.19,3.28,0.0,0.25,14.68,43.36,9.27,1.19,-0.21,2,proficient
STU0466,69.21,85.87,9.79,2.57,0.17,0.0,24.5,0.0,20.3,1.51,-0.29,3,advanced
STU0467,45.72,36.54,31.96,3.16,0.16,0.49,43.79,21.44,17.42,2.15,0.05,1,developing
STU0468,75.42,55.67,16.96,3.03,0.17,0.69,30.13,25.44,18.51,1.92,-0.13,2,proficient
STU0469,75.94,71.85,98.79,2.77,0.18,0.19,5.15,12.32,0.5,3.74,0.12,2,proficient
STU0470,20.35,15.7,0.0,3.09,0.06,0.31,59.63,0.0,60.0,1.0,-0.55,0,at_risk
STU0471,63.01,34.38,23.4,2.78,0.16,0.85,1.0,0.0,0.5,1.37,-0.01,2,proficient
STU0472,40.61,28.58,37.83,3.53,0.0,0.0,23.75,0.0,30.69,1.0,-0.13,1,developing
STU0473,70.3,52.13,0.0,3.13,0.24,0.19,4.79,22.01,2.95,1.2,-0.09,2,proficient
STU0474,76.66,100.0,50.06,3.71,0.04,0.11,28.01,4.28,4.64,1.99,0.03,2,proficient
STU0475,64.5,63.21,38.24,2.97,0.0,0.0,111.36,6.18,60.0,1.3,0.55,2,proficient
STU0476,22.04,6.59,36.12,3.27,0.25,0.72,36.5,1.57,19.35,2.09,0.43,0,at_risk
STU0477,12.43,22.1,21.84,3.35,0.08,0.0,32.29,20.9,33.14,1.56,-0.29,0,at_risk
STU0478,7.66,11.47,29.2,2.55,0.0,0.0,1.0,0.0,0.5,1.02,-0.29,0,at_risk
STU0479,5.64,27.96,48.79,2.58,0.1,0.23,61.85,0.44,54.44,1.63,-0.51,0,at_risk
STU0480,75.28,86.02,100.0,2.6,0.19,0.31,77.74,0.0,36.97,2.54,0.01,2,proficient
STU0481,34.84,36.06,52.88,3.29,0.36,0.4,1.0,42.96,0.5,3.24,0.42,1,developing
STU0482,67.35,35.29,10.44,3.82,0.1,0.2,61.04,20.63,54.79,1.51,-0.14,2,proficient
STU0483,79.24,78.63,25.25,3.73,0.1,0.08,1.0,0.0,0.5,1.72,-0.2,3,advanced
STU0484,59.41,40.29,25.06,2.54,0.03,0.09,67.17,10.23,48.99,1.83,-0.01,2,proficient
STU0485,59.7,50.54,15.5,3.3,0.17,0.0,2.96,0.1,2.72,1.65,-0.21,1,developing
STU0486,39.08,22.26,4.65,2.99,0.2,0.0,41.83,0.0,38.51,1.0,0.28,1,developing
STU0487,45.69,2.88,0.0,3.23,0.18,0.17,37.38,30.6,34.32,1.53,-0.46,0,at_risk
STU0488,27.02,0.0,21.73,3.04,0.11,0.0,1.0,6.2,0.5,1.87,-0.04,0,at_risk
STU0489,39.35,54.84,0.0,2.69,0.0,0.12,48.74,10.27,60.0,1.0,-0.22,1,developing
STU0490,37.33,19.38,9.8,2.73,0.33,0.47,32.57,41.92,10.4,1.85,-0.64,1,developing
STU0491,33.11,26.69,27.38,3.14,0.0,0.3,30.85,16.6,7.93,1.68,-0.38,0,at_risk
STU0492,42.06,41.33,27.67,2.75,0.07,0.0,75.23,3.51,60.0,1.15,-0.28,1,developing
STU0493,31.19,35.77,1.04,3.38,0.03,0.0,1.0,0.0,0.5,1.0,0.05,0,at_risk
STU0494,51.13,39.41,48.31,3.53,0.12,0.0,1.0,0.0,0.5,1.8,-0.05,2,proficient
STU0495,74.2,55.69,33.9,3.74,0.18,0.29,4.5,0.0,0.5,1.66,0.17,2,proficient
STU0496,47.26,17.53,83.67,3.18,0.0,0.0,27.9,38.33,0.5,2.87,0.43,2,proficient
