exam_1,exam_2,exam_3,attendance_rate,engagement_score,group_work_score,revision_hours,quiz_score,final_pass_score
97,70,99,60,7.04,85,6.4,1,56.84
97,32,80,78,3.76,18,0.2,0,42.22
40,35,64,68,2.16,17,7.6,1,31.28
86,34,72,86,8.61,94,6.0,6,52.76
73,34,73,93,4.92,29,0.7,3,45.41
71,83,93,63,4.83,41,10.1,9,65.32
93,76,62,95,4.42,32,8.1,4,56.01
87,78,71,77,9.8,73,12.7,6,59.06
64,38,92,74,3.36,11,12.4,2,48.33
79,49,86,72,9.19,93,2.4,9,65.87
84,90,82,78,8.21,26,19.5,1,62.44
92,64,52,65,2.61,38,3.7,6,48.48
40,79,68,71,9.89,8,8.9,4,47.32
55,91,72,96,4.17,20,9.8,0,52.15
78,46,78,76,2.79,75,16.3,0,49.46
44,32,79,82,8.63,28,2.0,8,50.09
61,61,88,85,7.65,32,8.6,4,52.52
68,42,93,88,6.94,61,12.6,0,53.79
94,43,96,92,3.25,14,4.3,6,54.81
42,40,74,86,5.83,1,12.5,8,54.46
51,85,86,84,8.24,51,18.5,0,59.67
65,58,96,69,4.43,43,20.0,9,67.72
55,38,57,82,4.49,53,0.6,3,39.67
90,54,91,80,2.03,17,4.7,2,49.16
76,71,65,80,3.39,2,6.2,4,48.92
61,38,57,72,9.0,6,8.0,6,43.99
96,69,50,96,5.53,42,4.8,7,58.26
68,54,93,92,9.87,81,4.1,1,52.4
53,34,54,83,5.17,37,19.1,6,50.29
67,40,52,70,7.72,36,18.4,0,49.05
44,88,50,76,4.26,57,0.9,6,51.51
86,67,53,63,4.91,32,6.8,7,52.63
88,34,89,84,3.53,58,8.1,1,52.7
69,77,84,89,4.78,94,4.8,8,63.59
85,47,81,68,6.38,10,12.6,0,48.23
91,66,91,80,9.93,67,12.8,5,72.23
44,89,83,79,7.31,81,17.0,0,55.51
51,77,92,78,3.59,67,14.8,2,55.98
55,57,74,78,2.36,97,10.9,5,56.78
65,69,59,71,3.01,92,13.1,2,55.29
65,74,70,96,6.5,87,5.5,7,58.99
87,91,95,76,8.12,21,11.9,4,67.39
60,87,88,96,9.52,65,9.8,1,59.04
78,85,76,98,2.13,43,2.7,3,51.96
75,69,76,87,6.18,5,4.9,8,52.47
72,69,51,94,5.77,41,5.8,3,51.78
69,62,90,77,7.25,24,18.5,9,67.14
76,35,97,73,6.48,56,4.6,9,54.78
62,48,62,94,7.5,84,5.8,7,54.6
97,69,58,66,7.26,54,7.4,4,62.91
49,88,85,72,2.94,15,13.3,9,62.1
93,88,71,77,8.4,94,2.4,0,53.74
44,77,91,96,2.99,13,19.1,6,62.4
75,70,75,72,7.59,38,17.3,2,54.61
73,42,61,95,5.33,27,11.5,9,46.51
91,74,66,90,6.11,95,13.5,7,65.75
70,82,63,61,9.23,91,0.3,2,55.28
49,71,63,75,9.12,50,6.8,0,50.51
97,92,83,68,8.54,48,15.9,4,68.21
58,56,69,68,6.08,8,1.5,1,38.42
97,67,60,97,7.89,57,5.6,3,58.14
71,89,65,70,6.1,44,11.7,0,51.65
40,36,80,81,8.96,21,5.1,8,46.94
95,34,55,92,5.22,31,18.7,5,59.02
44,74,68,95,9.76,68,2.6,7,53.38
84,87,86,82,9.46,86,15.9,3,71.06
43,60,53,93,7.93,68,10.2,8,52.18
55,52,96,68,4.24,41,15.0,1,56.52
63,71,53,83,3.05,52,6.2,8,46.96
55,39,69,67,8.84,95,10.3,4,47.48
94,61,59,66,3.32,58,17.1,5,56.68
41,82,73,95,8.83,73,9.3,2,48.55
88,59,84,77,5.93,38,7.2,3,46.7
67,68,75,62,5.25,14,10.7,5,45.97
71,60,86,87,9.23,70,14.3,6,62.56
66,31,87,65,6.83,28,8.9,0,43.25
59,41,70,80,6.61,2,18.8,6,53.96
63,68,89,87,6.47,82,5.9,0,52.04
51,42,88,99,4.97,9,9.5,4,50.13
89,75,70,60,8.29,91,15.1,5,61.82
74,56,59,95,4.02,28,13.8,1,51.71
99,46,87,80,9.51,78,17.3,9,71.84
72,89,95,94,9.15,34,19.9,8,71.96
72,93,53,72,4.7,5,8.5,9,57.82
90,64,94,69,7.84,11,2.2,5,54.88
82,59,69,69,6.59,37,0.6,6,45.94
76,92,66,72,4.7,76,14.5,9,67.88
51,57,56,96,9.91,92,17.5,7,57.78
42,89,53,97,2.2,18,4.4,9,53.4
40,66,78,83,4.02,66,3.2,0,44.18
72,51,63,61,6.16,7,1.2,7,45.39
79,49,52,81,6.18,7,16.5,3,44.78
49,93,73,76,6.71,83,6.2,9,64.75
82,46,86,95,8.01,46,8.0,7,58.62
83,41,65,73,6.99,3,10.1,5,51.95
68,51,53,69,6.8,50,16.8,8,55.34
52,46,73,94,2.43,84,13.0,3,49.39
51,39,83,84,5.01,66,12.3,1,48.38
70,94,79,62,3.86,44,3.5,1,50.0
85,51,67,97,4.12,7,10.3,4,51.32
41,79,68,76,6.43,86,14.3,9,59.94
90,43,80,71,3.6,15,19.5,8,60.99
89,93,68,83,4.35,76,4.0,2,57.7
74,76,98,88,3.9,66,0.2,7,58.87
62,58,95,84,9.59,8,1.5,3,52.42
56,65,68,95,9.56,59,7.5,5,54.01
65,81,71,85,6.88,77,16.4,9,72.9
47,36,73,97,9.4,76,0.1,5,52.05
68,58,94,60,8.29,70,9.1,2,56.31
65,40,61,79,6.72,14,6.6,4,39.01
49,62,79,87,2.05,70,1.0,2,46.25
65,35,87,75,8.18,97,9.0,0,48.8
73,61,80,76,7.62,40,5.1,6,51.89
90,80,85,99,6.92,21,7.0,3,58.77
80,87,68,87,8.08,23,14.1,6,60.39
46,55,97,71,6.1,43,10.4,2,51.33
43,75,94,86,7.63,0,2.5,4,55.08
97,58,85,89,9.48,9,19.2,4,67.12
92,33,79,93,5.01,79,12.7,1,62.49
89,42,98,96,7.66,71,15.3,9,64.09
84,68,82,65,5.81,55,1.6,1,48.12
50,44,67,66,7.4,88,0.9,3,40.21
68,58,98,91,8.1,49,0.4,3,56.9
95,58,77,91,2.36,11,3.8,3,49.8
75,61,96,84,7.17,88,8.3,5,61.62
64,31,60,92,3.81,80,18.7,1,50.99
60,76,94,66,7.36,59,9.1,5,53.65
96,51,82,71,5.75,25,5.8,6,53.19
75,56,66,75,8.19,77,11.2,9,63.41
49,85,55,75,2.99,40,2.2,2,41.1
76,50,53,95,7.01,35,12.2,7,50.27
48,76,69,72,4.23,22,11.4,1,43.78
63,88,97,66,8.82,42,15.8,7,65.23
74,35,96,95,9.43,5,19.7,4,60.51
88,48,76,68,9.97,68,5.0,1,51.27
74,86,64,91,8.37,42,10.2,6,59.08
87,32,55,70,8.03,24,18.2,1,52.04
75,30,96,67,3.72,17,15.7,5,52.39
57,87,63,92,4.69,61,9.7,9,60.59
88,67,60,82,5.73,12,18.9,2,54.26
78,44,88,84,8.19,42,1.1,8,59.99
71,63,58,67,9.32,77,18.6,2,55.07
63,90,75,81,3.51,27,1.0,2,48.48
62,64,65,63,9.38,17,10.9,4,53.98
71,93,54,99,7.56,58,17.8,6,65.78
76,54,59,62,6.89,59,5.3,7,52.05
51,53,99,88,3.6,62,9.4,6,49.29
88,41,52,88,2.44,56,6.5,8,53.51
94,47,62,93,6.55,91,19.0,4,61.9
52,44,92,93,7.21,50,16.5,9,63.2
62,56,98,87,3.69,55,14.2,2,55.71
64,89,79,72,6.45,26,11.8,5,56.39
74,75,94,74,8.85,31,16.4,4,65.59
80,46,55,82,8.68,8,7.8,3,48.45
69,82,66,85,9.42,95,9.0,1,53.08
56,37,94,63,4.93,83,14.6,6,58.68
88,56,68,85,4.54,91,7.2,4,50.88
59,75,91,99,8.0,96,1.3,3,59.6
87,79,84,68,5.45,67,1.5,7,63.13
64,32,95,64,2.7,45,2.3,8,44.75
61,93,75,91,4.26,97,17.4,8,67.19
52,73,54,79,5.35,66,9.4,2,47.31
98,82,78,70,4.34,25,14.3,2,58.19
58,53,86,74,4.66,7,7.9,4,53.54
88,89,69,91,4.35,5,5.2,4,52.18
75,32,98,87,2.33,79,6.9,9,56.33
51,49,70,81,7.1,23,15.9,1,52.47
80,75,59,76,6.78,47,12.5,0,51.4
58,44,54,85,7.23,93,18.8,7,54.48
51,54,85,66,3.54,44,13.6,2,49.01
48,46,55,85,4.37,12,11.4,0,42.19
46,38,75,84,6.96,68,12.2,0,44.75
67,67,53,69,6.8,24,18.8,1,52.29
53,77,88,78,6.05,19,15.8,5,53.85
70,89,88,70,4.8,81,0.5,5,52.27
91,92,99,72,9.3,81,10.7,2,65.16
58,31,84,67,4.72,65,13.8,3,50.4
97,40,50,99,5.64,73,15.0,1,55.77
86,93,73,63,7.42,44,4.3,1,50.36
55,50,85,90,6.34,46,17.3,6,60.43
92,47,55,87,4.78,62,19.1,0,53.82
44,93,90,70,5.49,75,4.7,6,53.81
74,67,95,60,8.36,76,17.7,0,55.06
51,61,93,97,4.23,54,1.9,5,52.33
64,40,80,83,3.14,74,1.1,2,47.9
91,74,69,90,4.51,18,2.6,7,56.11
98,62,73,85,8.8,34,1.2,5,53.23
60,70,74,64,2.71,52,16.9,1,45.07
75,37,85,79,9.93,25,1.2,7,56.85
92,40,70,70,6.33,13,5.4,4,51.57
62,80,79,92,9.88,44,2.1,7,59.43
55,70,73,97,9.51,43,5.9,7,61.64
96,46,93,86,5.62,87,1.8,5,58.14
78,75,91,93,3.59,64,13.4,1,57.36
84,61,79,74,3.32,50,2.7,7,55.51
92,83,71,91,3.92,42,17.0,5,61.46
81,49,77,80,7.68,85,16.3,5,58.07
97,62,56,64,4.18,22,0.3,7,51.72
78,69,84,65,4.73,55,17.9,0,58.26
53,61,77,97,5.59,18,0.6,1,40.08
70,31,63,81,9.31,81,4.8,8,49.03
97,62,59,77,3.52,75,0.6,7,52.23
44,59,65,73,2.04,54,6.7,6,43.64
74,62,65,69,2.48,91,10.3,6,55.67
62,55,80,72,9.24,91,15.9,4,58.94
68,51,91,90,7.18,59,6.8,1,55.65
82,67,74,89,4.18,58,14.1,5,60.76
50,75,62,62,3.42,32,3.8,9,46.87
57,44,55,89,4.35,18,15.0,2,39.64
86,73,93,65,2.92,27,4.7,3,53.29
51,78,58,88,9.53,51,2.9,9,50.44
48,90,94,67,8.27,48,3.7,1,49.74
49,35,85,92,5.7,36,3.6,1,40.4
97,38,92,76,8.92,25,10.3,7,58.88
83,35,69,70,4.0,98,16.9,7,53.85
56,61,67,72,7.74,97,1.6,9,51.92
77,70,92,70,8.85,98,14.1,5,68.55
46,37,70,90,4.85,39,13.1,4,50.79
85,79,53,87,8.06,79,17.5,7,70.38
52,91,99,65,4.36,37,4.9,3,52.75
79,91,82,75,4.39,76,9.0,3,60.05
81,36,76,63,2.86,86,18.5,4,58.0
48,33,56,94,5.52,53,13.2,0,38.1
89,35,55,85,7.84,21,7.8,0,47.42
66,87,64,71,9.52,15,2.6,1,52.32
97,51,67,70,6.83,27,5.2,7,51.63
41,55,81,96,8.91,34,11.6,6,59.14
44,32,60,84,8.58,59,14.4,9,59.27
68,70,69,77,3.39,44,2.5,8,54.57
76,89,73,78,5.89,45,12.0,4,61.07
77,43,64,82,2.94,71,11.0,1,44.25
58,41,97,97,7.46,54,10.3,6,60.63
47,41,56,77,9.6,85,13.8,7,50.13
87,42,70,85,3.1,84,16.7,6,59.87
84,54,91,65,7.87,25,6.5,6,57.49
40,74,75,63,7.06,84,17.8,4,46.1
61,48,93,88,6.67,24,3.2,1,48.12
91,84,63,93,5.12,64,3.5,5,65.89
56,74,86,76,4.84,5,5.3,3,42.53
46,37,70,75,2.36,22,2.4,9,43.0
64,82,67,61,3.74,63,4.6,1,40.9
84,84,54,93,2.12,86,2.1,8,54.54
43,61,52,67,6.65,42,16.4,6,44.6
75,80,72,72,2.85,22,2.8,5,50.94
45,73,75,67,8.98,95,14.9,4,59.62
99,47,86,89,6.19,29,1.0,2,52.59
70,51,73,91,7.6,76,19.0,9,62.27
58,66,98,95,5.29,17,14.2,9,61.1
83,85,68,89,6.48,86,0.1,3,56.35
93,88,74,60,9.54,78,15.3,2,60.83
78,32,70,98,2.66,96,10.3,7,51.36
66,57,61,76,4.03,20,15.6,2,47.7
49,64,90,79,8.24,56,10.4,6,54.46
65,90,82,83,2.79,22,12.8,6,60.26
58,83,99,81,2.61,90,15.7,6,67.91
78,92,53,88,4.89,44,8.1,6,65.23
42,36,91,81,2.74,43,0.1,1,39.31
84,78,56,68,6.68,81,17.0,9,67.0
52,60,71,96,3.81,87,7.6,2,47.69
89,87,82,69,9.17,46,9.9,9,65.74
67,90,66,95,8.27,39,0.2,8,61.81
97,53,73,96,7.6,50,9.8,2,56.18
59,49,83,87,6.94,41,19.7,1,54.63
67,66,77,87,8.91,6,5.6,8,60.31
47,33,92,80,3.78,49,7.9,9,50.66
80,49,90,83,8.98,47,13.7,8,68.24
78,89,88,99,8.32,83,16.3,3,70.16
40,53,71,61,7.99,90,8.3,8,53.51
42,79,98,67,6.49,5,6.2,2,46.85
52,78,66,86,3.97,90,18.8,6,61.81
67,80,83,81,5.39,8,13.5,6,57.7
96,65,55,96,8.35,56,2.4,7,59.42
99,63,95,86,2.25,30,1.4,9,59.39
88,65,55,88,8.26,20,9.7,3,56.71
64,35,83,62,3.92,89,4.4,2,44.41
95,68,50,72,3.15,39,5.1,2,53.65
72,71,59,69,2.93,44,17.6,4,53.13
77,87,70,95,2.22,76,1.8,0,49.03
92,41,54,68,6.19,48,14.3,9,58.15
45,32,51,86,3.75,86,5.4,2,42.28
97,47,71,93,9.92,19,15.2,5,64.26
83,69,97,60,6.6,91,14.4,2,61.56
84,50,51,91,3.1,16,0.1,4,44.58
71,44,59,84,7.51,27,10.2,8,54.48
84,55,83,88,9.18,40,2.8,1,48.77
86,37,65,66,7.96,65,17.3,1,55.55
60,71,97,62,2.61,24,17.4,5,53.09
55,73,88,79,9.17,57,8.4,5,54.62
93,43,71,79,8.35,40,8.9,7,57.58
60,31,61,89,3.27,5,6.1,1,37.0
50,66,73,94,2.41,74,14.3,8,60.43
99,67,96,94,6.46,37,7.2,1,60.37
76,70,89,98,3.25,5,5.4,0,50.36
75,91,87,86,8.68,44,8.6,9,63.88
74,89,59,85,4.87,74,1.8,1,50.4
58,43,84,73,9.3,13,14.9,6,54.57
59,31,98,76,6.53,65,0.3,7,50.78
96,46,81,77,3.46,39,12.9,4,54.34
57,57,56,88,3.12,2,3.7,5,44.69
86,64,70,79,6.61,98,4.6,0,51.03
80,34,69,86,8.1,96,12.7,5,58.35
88,94,75,77,8.25,23,19.9,7,71.69
53,69,53,63,4.21,18,15.6,2,44.17
54,85,95,60,3.63,17,4.5,0,44.06
70,65,71,60,2.13,63,3.5,3,47.51
40,74,64,85,7.43,87,17.3,0,48.69
92,52,89,79,2.61,34,8.9,7,60.9
93,76,70,82,5.37,61,2.7,4,55.7
93,60,64,69,6.81,0,17.2,0,51.79
42,40,71,70,9.5,99,16.3,7,57.39
55,39,77,64,4.49,24,19.7,8,55.25
62,43,63,60,4.0,44,18.2,9,53.92
96,39,76,76,7.23,48,17.0,1,58.12
50,30,90,81,6.95,97,1.1,8,49.15
51,34,89,93,4.66,88,2.1,7,52.78
49,49,77,88,9.42,15,11.4,6,49.92
71,37,75,63,8.76,97,10.6,2,52.69
55,72,98,64,3.79,92,9.2,1,51.64
47,30,51,70,3.91,18,7.9,6,35.46
77,86,74,80,6.1,22,8.6,4,57.38
51,93,52,94,8.19,82,11.4,5,58.41
63,57,57,71,2.35,24,0.0,3,34.63
67,66,93,85,7.55,15,5.2,1,44.94
92,76,82,78,7.19,53,10.4,8,65.01
47,66,91,66,3.85,72,14.4,2,57.16
97,78,84,66,7.45,0,3.5,6,58.63
67,73,55,85,9.52,41,10.9,7,55.96
75,85,88,99,2.37,18,14.3,1,60.82
65,57,72,64,4.56,96,8.9,5,55.21
47,35,74,80,5.51,33,0.5,7,47.42
97,90,99,73,9.19,79,9.0,6,72.22
99,49,92,63,9.7,54,5.9,2,58.43
89,31,68,82,5.55,17,18.6,0,52.07
67,66,54,79,8.0,33,2.5,5,47.22
67,49,60,74,6.25,88,13.0,7,50.54
76,55,61,88,6.3,44,1.1,5,47.57
80,58,59,67,4.22,5,8.9,4,50.8
75,30,57,78,3.74,20,11.1,7,46.75
66,64,73,98,4.3,69,6.0,1,49.84
93,88,77,87,6.45,95,9.1,0,57.07
56,62,90,86,2.23,47,3.3,0,43.48
48,80,85,63,9.26,38,6.1,3,51.73
72,41,86,74,3.25,30,12.4,5,53.38
92,49,70,94,3.76,9,6.0,8,53.38
59,82,57,96,6.15,29,18.0,0,51.85
52,72,58,60,7.68,17,12.6,0,47.58
67,79,96,62,2.77,59,8.8,4,56.49
87,58,64,83,4.54,87,0.8,9,57.47
68,86,97,86,9.75,72,10.0,4,69.28
52,68,95,99,4.1,94,15.3,4,59.44
85,85,89,95,4.5,14,5.3,9,63.25
74,72,67,93,8.69,3,16.1,5,61.32
45,79,91,88,2.4,62,5.0,7,52.48
57,52,69,83,5.72,39,16.5,2,51.32
90,73,55,83,5.04,8,1.7,8,53.34
44,67,61,63,4.53,8,17.3,0,52.2
86,52,51,62,4.29,25,10.0,3,46.67
64,74,56,93,2.73,3,5.9,8,54.61
41,81,65,82,4.52,80,5.3,7,55.1
49,79,52,82,2.34,15,8.6,9,47.18
95,37,94,64,8.25,14,20.0,8,59.3
69,30,52,90,5.19,98,4.4,0,42.61
89,37,76,65,5.55,51,2.1,8,55.5
98,58,99,96,9.15,68,11.7,2,65.45
84,34,92,69,7.26,4,9.8,9,57.09
44,76,89,99,2.06,19,10.5,8,55.83
94,63,87,66,9.55,78,13.3,0,55.51
95,94,82,98,3.9,17,5.3,0,53.41
72,84,77,97,2.86,1,18.2,8,58.65
93,72,50,80,8.15,92,8.7,5,55.78
40,59,57,79,6.0,12,2.6,3,38.22
57,46,86,62,5.47,3,14.8,6,53.71
71,55,81,81,4.0,41,12.9,4,52.71
86,37,97,63,6.38,73,6.3,9,59.69
88,76,92,87,4.2,60,12.4,6,65.23
50,75,86,71,9.21,94,4.4,7,59.67
60,62,53,97,3.72,7,8.9,7,46.88
65,30,79,95,9.07,66,18.0,0,56.52
64,48,55,64,6.48,62,2.7,7,42.57
61,60,95,72,8.63,8,7.7,5,52.68
98,43,68,82,7.7,93,16.4,3,59.96
66,82,81,89,7.57,10,19.4,7,67.27
88,77,58,96,4.59,98,9.1,2,61.39
52,91,61,84,3.87,41,10.1,3,53.73
72,93,60,86,3.69,12,11.4,5,60.11
73,92,95,73,8.86,35,18.6,6,66.18
80,62,65,95,8.56,12,17.2,3,61.46
74,70,50,98,5.52,11,3.4,3,50.52
40,77,94,75,3.06,36,8.7,6,45.95
60,42,70,81,5.06,73,9.3,5,49.57
87,60,79,80,6.95,72,15.8,7,66.38
94,33,62,80,5.64,51,12.1,0,46.79
45,48,83,67,8.24,70,13.1,9,53.84
67,42,53,75,9.98,1,20.0,6,60.18
56,52,77,90,3.53,55,1.5,6,48.7
44,30,87,69,5.68,59,4.5,6,46.07
70,83,80,91,5.45,22,8.2,6,54.59
44,44,76,93,4.44,39,7.0,9,49.18
77,94,54,68,3.58,63,0.4,9,52.35
42,44,74,76,2.53,84,1.8,7,48.45
92,50,52,70,9.1,22,13.6,8,58.97
62,48,82,91,5.36,28,17.6,8,57.6
76,89,53,69,5.98,77,10.3,1,54.87
92,62,74,81,9.34,89,10.8,6,62.99
76,78,69,76,8.21,50,5.1,6,57.73
49,64,83,63,3.04,68,15.4,3,52.31
49,73,75,84,6.52,94,15.0,8,63.32
58,40,54,80,5.54,88,11.8,7,52.32
56,75,84,96,8.38,30,4.3,0,51.79
60,38,77,97,7.79,49,1.9,1,48.79
53,32,78,60,7.52,19,1.3,1,39.48
48,55,58,84,4.72,54,11.9,7,50.02
85,77,87,95,8.44,80,16.5,0,63.87
40,57,99,76,2.42,1,17.2,3,53.79
90,55,55,83,3.28,24,9.3,9,55.46
84,54,68,61,4.68,12,15.7,4,51.14
52,41,93,99,2.61,91,18.9,8,59.47
43,34,60,74,3.88,69,5.5,6,43.3
40,77,51,91,8.64,66,8.0,7,51.22
88,66,96,98,9.59,57,18.6,8,77.06
79,73,93,65,4.44,98,6.8,6,57.1
71,44,93,60,4.12,81,18.3,4,61.31
